"﻿""Chapter ID (Mandatory", for example 1, 2," Etc)""",Chapter Title (Mandatory),Chapter Description (Optional),"Question ID (Mandatory and Unique, for example: 1.1, 1.2, Etc)",Question Title (Mandatory),Question Description (Optional),"Answer Type (Mandatory, one of the following options: 1 for Open Answer, 2 for Dropdown - Single Select, 3 for Dropdown - Single Select - Open answer, 4 for Date, 5 for Dropdown - Multiple Select, 6 for Dropdown - Multiple Select - Open answer)","Dropdown Options (Mandatory if column G is Dropdown. List options for the dropdown separated by a pipe character, for example: Yes|No|Undefined)","DropDown Warnings (Optional, for every option on column H you can define a message, for example: Great|Oh|Think twice)","Dropdown Scoring (Mandatory, set this to 1 if you want to enable scoring for this question. Otherwise set to 0)","Dropdown Option Score (Mandatory if J is set to 1, set the score of the question as an integer positive number, for example 10)","Dropdown Option Score Multiplier (Mandatory if J is set to 1. For every option of the dropdown in column H define an integer positive number that will be multiplied by the value on column K, for example: 1|2|10)","Dropdown Option Show another Question (Optional and only possible if column G is dropdown.For every option in column H you can define one or more question IDs from column D to be shown when the option is selected. For example: 1.2 1.6||6.7 would display questions 1.2 and 1.6 if the first option is selected, none if the second is selected and 6.7 if the third option is selected)","Question Comments & Attachments (Mandatory, select 0 if you do not want to show this option or 1 if you want to let users provide comments and attachments for each question)"
6,Standard - Business Impact Analysis (BIA),"<i>- A Business Impact Analysis must be performed to:
  - Identify critical business activities.
  - Assess impact types and severity over time.
  - Determine acceptable disruption periods.
- Each prioritized activity must be assigned a Recovery Time Objective (RTO).
- Resources required to support prioritized activities must be identified.
- For information supporting critical activities, a Recovery Point Objective (RPO) must be defined where applicable.</i>",6.8,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
6,Standard - Business Impact Analysis (BIA),"<i>- A Business Impact Analysis must be performed to:
  - Identify critical business activities.
  - Assess impact types and severity over time.
  - Determine acceptable disruption periods.
- Each prioritized activity must be assigned a Recovery Time Objective (RTO).
- Resources required to support prioritized activities must be identified.
- For information supporting critical activities, a Recovery Point Objective (RPO) must be defined where applicable.</i>",6.9,Does this requirement reflect your company current practice: A Business Impact Analysis must be performed to assess impact types and severity over time?,,2,Yes|No|Somewhat|Not applicable,,0,,,6.10 6.11|6.12|6.12|6.12,1
6,Standard - Business Impact Analysis (BIA),"<i>- A Business Impact Analysis must be performed to:
  - Identify critical business activities.
  - Assess impact types and severity over time.
  - Determine acceptable disruption periods.
- Each prioritized activity must be assigned a Recovery Time Objective (RTO).
- Resources required to support prioritized activities must be identified.
- For information supporting critical activities, a Recovery Point Objective (RPO) must be defined where applicable.</i>",6.10,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Risk register|Risk assessment report|Treatment plan|Management approval records|Screenshots|System exports|Other,,0,,,,1
6,Standard - Business Impact Analysis (BIA),"<i>- A Business Impact Analysis must be performed to:
  - Identify critical business activities.
  - Assess impact types and severity over time.
  - Determine acceptable disruption periods.
- Each prioritized activity must be assigned a Recovery Time Objective (RTO).
- Resources required to support prioritized activities must be identified.
- For information supporting critical activities, a Recovery Point Objective (RPO) must be defined where applicable.</i>",6.11,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
6,Standard - Business Impact Analysis (BIA),"<i>- A Business Impact Analysis must be performed to:
  - Identify critical business activities.
  - Assess impact types and severity over time.
  - Determine acceptable disruption periods.
- Each prioritized activity must be assigned a Recovery Time Objective (RTO).
- Resources required to support prioritized activities must be identified.
- For information supporting critical activities, a Recovery Point Objective (RPO) must be defined where applicable.</i>",6.12,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
6,Standard - Business Impact Analysis (BIA),"<i>- A Business Impact Analysis must be performed to:
  - Identify critical business activities.
  - Assess impact types and severity over time.
  - Determine acceptable disruption periods.
- Each prioritized activity must be assigned a Recovery Time Objective (RTO).
- Resources required to support prioritized activities must be identified.
- For information supporting critical activities, a Recovery Point Objective (RPO) must be defined where applicable.</i>",6.13,Does this requirement reflect your company current practice: A Business Impact Analysis must be performed to determine acceptable disruption periods?,,2,Yes|No|Somewhat|Not applicable,,0,,,6.14 6.15|6.16|6.16|6.16,1
6,Standard - Business Impact Analysis (BIA),"<i>- A Business Impact Analysis must be performed to:
  - Identify critical business activities.
  - Assess impact types and severity over time.
  - Determine acceptable disruption periods.
- Each prioritized activity must be assigned a Recovery Time Objective (RTO).
- Resources required to support prioritized activities must be identified.
- For information supporting critical activities, a Recovery Point Objective (RPO) must be defined where applicable.</i>",6.14,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
6,Standard - Business Impact Analysis (BIA),"<i>- A Business Impact Analysis must be performed to:
  - Identify critical business activities.
  - Assess impact types and severity over time.
  - Determine acceptable disruption periods.
- Each prioritized activity must be assigned a Recovery Time Objective (RTO).
- Resources required to support prioritized activities must be identified.
- For information supporting critical activities, a Recovery Point Objective (RPO) must be defined where applicable.</i>",6.15,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
6,Standard - Business Impact Analysis (BIA),"<i>- A Business Impact Analysis must be performed to:
  - Identify critical business activities.
  - Assess impact types and severity over time.
  - Determine acceptable disruption periods.
- Each prioritized activity must be assigned a Recovery Time Objective (RTO).
- Resources required to support prioritized activities must be identified.
- For information supporting critical activities, a Recovery Point Objective (RPO) must be defined where applicable.</i>",6.16,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
6,Standard - Business Impact Analysis (BIA),"<i>- A Business Impact Analysis must be performed to:
  - Identify critical business activities.
  - Assess impact types and severity over time.
  - Determine acceptable disruption periods.
- Each prioritized activity must be assigned a Recovery Time Objective (RTO).
- Resources required to support prioritized activities must be identified.
- For information supporting critical activities, a Recovery Point Objective (RPO) must be defined where applicable.</i>",6.17,Does this requirement reflect your company current practice: Each prioritized activity must be assigned a Recovery Time Objective (RTO).,,2,Yes|No|Somewhat|Not applicable,,0,,,6.18 6.19|6.20|6.20|6.20,1
6,Standard - Business Impact Analysis (BIA),"<i>- A Business Impact Analysis must be performed to:
  - Identify critical business activities.
  - Assess impact types and severity over time.
  - Determine acceptable disruption periods.
- Each prioritized activity must be assigned a Recovery Time Objective (RTO).
- Resources required to support prioritized activities must be identified.
- For information supporting critical activities, a Recovery Point Objective (RPO) must be defined where applicable.</i>",6.18,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Backup job reports|Restore test records|Retention configuration|Recovery runbooks|Screenshots|System exports|Other,,0,,,,1
6,Standard - Business Impact Analysis (BIA),"<i>- A Business Impact Analysis must be performed to:
  - Identify critical business activities.
  - Assess impact types and severity over time.
  - Determine acceptable disruption periods.
- Each prioritized activity must be assigned a Recovery Time Objective (RTO).
- Resources required to support prioritized activities must be identified.
- For information supporting critical activities, a Recovery Point Objective (RPO) must be defined where applicable.</i>",6.19,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
6,Standard - Business Impact Analysis (BIA),"<i>- A Business Impact Analysis must be performed to:
  - Identify critical business activities.
  - Assess impact types and severity over time.
  - Determine acceptable disruption periods.
- Each prioritized activity must be assigned a Recovery Time Objective (RTO).
- Resources required to support prioritized activities must be identified.
- For information supporting critical activities, a Recovery Point Objective (RPO) must be defined where applicable.</i>",6.20,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
6,Standard - Business Impact Analysis (BIA),"<i>- A Business Impact Analysis must be performed to:
  - Identify critical business activities.
  - Assess impact types and severity over time.
  - Determine acceptable disruption periods.
- Each prioritized activity must be assigned a Recovery Time Objective (RTO).
- Resources required to support prioritized activities must be identified.
- For information supporting critical activities, a Recovery Point Objective (RPO) must be defined where applicable.</i>",6.21,Does this requirement reflect your company current practice: Resources required to support prioritized activities must be identified.,,2,Yes|No|Somewhat|Not applicable,,0,,,6.22 6.23|6.24|6.24|6.24,1
6,Standard - Business Impact Analysis (BIA),"<i>- A Business Impact Analysis must be performed to:
  - Identify critical business activities.
  - Assess impact types and severity over time.
  - Determine acceptable disruption periods.
- Each prioritized activity must be assigned a Recovery Time Objective (RTO).
- Resources required to support prioritized activities must be identified.
- For information supporting critical activities, a Recovery Point Objective (RPO) must be defined where applicable.</i>",6.22,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
6,Standard - Business Impact Analysis (BIA),"<i>- A Business Impact Analysis must be performed to:
  - Identify critical business activities.
  - Assess impact types and severity over time.
  - Determine acceptable disruption periods.
- Each prioritized activity must be assigned a Recovery Time Objective (RTO).
- Resources required to support prioritized activities must be identified.
- For information supporting critical activities, a Recovery Point Objective (RPO) must be defined where applicable.</i>",6.23,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
6,Standard - Business Impact Analysis (BIA),"<i>- A Business Impact Analysis must be performed to:
  - Identify critical business activities.
  - Assess impact types and severity over time.
  - Determine acceptable disruption periods.
- Each prioritized activity must be assigned a Recovery Time Objective (RTO).
- Resources required to support prioritized activities must be identified.
- For information supporting critical activities, a Recovery Point Objective (RPO) must be defined where applicable.</i>",6.24,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
6,Standard - Business Impact Analysis (BIA),"<i>- A Business Impact Analysis must be performed to:
  - Identify critical business activities.
  - Assess impact types and severity over time.
  - Determine acceptable disruption periods.
- Each prioritized activity must be assigned a Recovery Time Objective (RTO).
- Resources required to support prioritized activities must be identified.
- For information supporting critical activities, a Recovery Point Objective (RPO) must be defined where applicable.</i>",6.25,"Does this requirement reflect your company current practice: For information supporting critical activities, a Recovery Point Objective (RPO) must be defined where applicable.",,2,Yes|No|Somewhat|Not applicable,,0,,,6.26 6.27|6.28|6.28|6.28,1
6,Standard - Business Impact Analysis (BIA),"<i>- A Business Impact Analysis must be performed to:
  - Identify critical business activities.
  - Assess impact types and severity over time.
  - Determine acceptable disruption periods.
- Each prioritized activity must be assigned a Recovery Time Objective (RTO).
- Resources required to support prioritized activities must be identified.
- For information supporting critical activities, a Recovery Point Objective (RPO) must be defined where applicable.</i>",6.26,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Backup job reports|Restore test records|Retention configuration|Recovery runbooks|Screenshots|System exports|Other,,0,,,,1
6,Standard - Business Impact Analysis (BIA),"<i>- A Business Impact Analysis must be performed to:
  - Identify critical business activities.
  - Assess impact types and severity over time.
  - Determine acceptable disruption periods.
- Each prioritized activity must be assigned a Recovery Time Objective (RTO).
- Resources required to support prioritized activities must be identified.
- For information supporting critical activities, a Recovery Point Objective (RPO) must be defined where applicable.</i>",6.27,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
6,Standard - Business Impact Analysis (BIA),"<i>- A Business Impact Analysis must be performed to:
  - Identify critical business activities.
  - Assess impact types and severity over time.
  - Determine acceptable disruption periods.
- Each prioritized activity must be assigned a Recovery Time Objective (RTO).
- Resources required to support prioritized activities must be identified.
- For information supporting critical activities, a Recovery Point Objective (RPO) must be defined where applicable.</i>",6.28,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
7,Standard - Redundancy of Information Processing Facilities,"<i>- Redundancy must be implemented where required to meet availability objectives.
- Redundant components and facilities must provide equivalent security to primary systems.
- Redundancy may include, where applicable:
  - Multiple network or connectivity providers.
  - Redundant networks or routing paths.
  - Geographically separated hosting locations.
  - Redundant power supplies or sources.
  - Multiple parallel software instances with load balancing.
- Procedures must exist to activate redundant components.
- Redundant systems must be monitored for failures.
- Redundant systems should be tested to verify failover operates as intended.

---</i>",7.1,Does this requirement reflect your company current practice: Redundancy must be implemented where required to meet availability objectives.,,2,Yes|No|Somewhat|Not applicable,,0,,,7.2 7.3|7.4|7.4|7.4,1
7,Standard - Redundancy of Information Processing Facilities,"<i>- Redundancy must be implemented where required to meet availability objectives.
- Redundant components and facilities must provide equivalent security to primary systems.
- Redundancy may include, where applicable:
  - Multiple network or connectivity providers.
  - Redundant networks or routing paths.
  - Geographically separated hosting locations.
  - Redundant power supplies or sources.
  - Multiple parallel software instances with load balancing.
- Procedures must exist to activate redundant components.
- Redundant systems must be monitored for failures.
- Redundant systems should be tested to verify failover operates as intended.

---</i>",7.2,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
7,Standard - Redundancy of Information Processing Facilities,"<i>- Redundancy must be implemented where required to meet availability objectives.
- Redundant components and facilities must provide equivalent security to primary systems.
- Redundancy may include, where applicable:
  - Multiple network or connectivity providers.
  - Redundant networks or routing paths.
  - Geographically separated hosting locations.
  - Redundant power supplies or sources.
  - Multiple parallel software instances with load balancing.
- Procedures must exist to activate redundant components.
- Redundant systems must be monitored for failures.
- Redundant systems should be tested to verify failover operates as intended.

---</i>",7.3,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
7,Standard - Redundancy of Information Processing Facilities,"<i>- Redundancy must be implemented where required to meet availability objectives.
- Redundant components and facilities must provide equivalent security to primary systems.
- Redundancy may include, where applicable:
  - Multiple network or connectivity providers.
  - Redundant networks or routing paths.
  - Geographically separated hosting locations.
  - Redundant power supplies or sources.
  - Multiple parallel software instances with load balancing.
- Procedures must exist to activate redundant components.
- Redundant systems must be monitored for failures.
- Redundant systems should be tested to verify failover operates as intended.

---</i>",7.4,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
7,Standard - Redundancy of Information Processing Facilities,"<i>- Redundancy must be implemented where required to meet availability objectives.
- Redundant components and facilities must provide equivalent security to primary systems.
- Redundancy may include, where applicable:
  - Multiple network or connectivity providers.
  - Redundant networks or routing paths.
  - Geographically separated hosting locations.
  - Redundant power supplies or sources.
  - Multiple parallel software instances with load balancing.
- Procedures must exist to activate redundant components.
- Redundant systems must be monitored for failures.
- Redundant systems should be tested to verify failover operates as intended.

---</i>",7.5,Does this requirement reflect your company current practice: Redundant components and facilities must provide equivalent security to primary systems.,,2,Yes|No|Somewhat|Not applicable,,0,,,7.6 7.7|7.8|7.8|7.8,1
7,Standard - Redundancy of Information Processing Facilities,"<i>- Redundancy must be implemented where required to meet availability objectives.
- Redundant components and facilities must provide equivalent security to primary systems.
- Redundancy may include, where applicable:
  - Multiple network or connectivity providers.
  - Redundant networks or routing paths.
  - Geographically separated hosting locations.
  - Redundant power supplies or sources.
  - Multiple parallel software instances with load balancing.
- Procedures must exist to activate redundant components.
- Redundant systems must be monitored for failures.
- Redundant systems should be tested to verify failover operates as intended.

---</i>",7.6,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
7,Standard - Redundancy of Information Processing Facilities,"<i>- Redundancy must be implemented where required to meet availability objectives.
- Redundant components and facilities must provide equivalent security to primary systems.
- Redundancy may include, where applicable:
  - Multiple network or connectivity providers.
  - Redundant networks or routing paths.
  - Geographically separated hosting locations.
  - Redundant power supplies or sources.
  - Multiple parallel software instances with load balancing.
- Procedures must exist to activate redundant components.
- Redundant systems must be monitored for failures.
- Redundant systems should be tested to verify failover operates as intended.

---</i>",7.7,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
7,Standard - Redundancy of Information Processing Facilities,"<i>- Redundancy must be implemented where required to meet availability objectives.
- Redundant components and facilities must provide equivalent security to primary systems.
- Redundancy may include, where applicable:
  - Multiple network or connectivity providers.
  - Redundant networks or routing paths.
  - Geographically separated hosting locations.
  - Redundant power supplies or sources.
  - Multiple parallel software instances with load balancing.
- Procedures must exist to activate redundant components.
- Redundant systems must be monitored for failures.
- Redundant systems should be tested to verify failover operates as intended.

---</i>",7.8,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
7,Standard - Redundancy of Information Processing Facilities,"<i>- Redundancy must be implemented where required to meet availability objectives.
- Redundant components and facilities must provide equivalent security to primary systems.
- Redundancy may include, where applicable:
  - Multiple network or connectivity providers.
  - Redundant networks or routing paths.
  - Geographically separated hosting locations.
  - Redundant power supplies or sources.
  - Multiple parallel software instances with load balancing.
- Procedures must exist to activate redundant components.
- Redundant systems must be monitored for failures.
- Redundant systems should be tested to verify failover operates as intended.

---</i>",7.9,"Does this requirement reflect your company current practice: Redundancy may include network, hosting, power, and application resilience measures where applicable?",,2,Yes|No|Somewhat|Not applicable,,0,,,7.10 7.11|7.12|7.12|7.12,1
7,Standard - Redundancy of Information Processing Facilities,"<i>- Redundancy must be implemented where required to meet availability objectives.
- Redundant components and facilities must provide equivalent security to primary systems.
- Redundancy may include, where applicable:
  - Multiple network or connectivity providers.
  - Redundant networks or routing paths.
  - Geographically separated hosting locations.
  - Redundant power supplies or sources.
  - Multiple parallel software instances with load balancing.
- Procedures must exist to activate redundant components.
- Redundant systems must be monitored for failures.
- Redundant systems should be tested to verify failover operates as intended.

---</i>",7.10,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
7,Standard - Redundancy of Information Processing Facilities,"<i>- Redundancy must be implemented where required to meet availability objectives.
- Redundant components and facilities must provide equivalent security to primary systems.
- Redundancy may include, where applicable:
  - Multiple network or connectivity providers.
  - Redundant networks or routing paths.
  - Geographically separated hosting locations.
  - Redundant power supplies or sources.
  - Multiple parallel software instances with load balancing.
- Procedures must exist to activate redundant components.
- Redundant systems must be monitored for failures.
- Redundant systems should be tested to verify failover operates as intended.

---</i>",7.11,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
7,Standard - Redundancy of Information Processing Facilities,"<i>- Redundancy must be implemented where required to meet availability objectives.
- Redundant components and facilities must provide equivalent security to primary systems.
- Redundancy may include, where applicable:
  - Multiple network or connectivity providers.
  - Redundant networks or routing paths.
  - Geographically separated hosting locations.
  - Redundant power supplies or sources.
  - Multiple parallel software instances with load balancing.
- Procedures must exist to activate redundant components.
- Redundant systems must be monitored for failures.
- Redundant systems should be tested to verify failover operates as intended.

---</i>",7.12,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
7,Standard - Redundancy of Information Processing Facilities,"<i>- Redundancy must be implemented where required to meet availability objectives.
- Redundant components and facilities must provide equivalent security to primary systems.
- Redundancy may include, where applicable:
  - Multiple network or connectivity providers.
  - Redundant networks or routing paths.
  - Geographically separated hosting locations.
  - Redundant power supplies or sources.
  - Multiple parallel software instances with load balancing.
- Procedures must exist to activate redundant components.
- Redundant systems must be monitored for failures.
- Redundant systems should be tested to verify failover operates as intended.

---</i>",7.13,"Does this requirement reflect your company current practice: Redundancy may include, where applicable, multiple network or connectivity providers?",,2,Yes|No|Somewhat|Not applicable,,0,,,7.14 7.15|7.16|7.16|7.16,1
7,Standard - Redundancy of Information Processing Facilities,"<i>- Redundancy must be implemented where required to meet availability objectives.
- Redundant components and facilities must provide equivalent security to primary systems.
- Redundancy may include, where applicable:
  - Multiple network or connectivity providers.
  - Redundant networks or routing paths.
  - Geographically separated hosting locations.
  - Redundant power supplies or sources.
  - Multiple parallel software instances with load balancing.
- Procedures must exist to activate redundant components.
- Redundant systems must be monitored for failures.
- Redundant systems should be tested to verify failover operates as intended.

---</i>",7.14,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Network diagrams|Firewall rule export|VPN configuration|Change tickets|Screenshots|System exports|Other,,0,,,,1
7,Standard - Redundancy of Information Processing Facilities,"<i>- Redundancy must be implemented where required to meet availability objectives.
- Redundant components and facilities must provide equivalent security to primary systems.
- Redundancy may include, where applicable:
  - Multiple network or connectivity providers.
  - Redundant networks or routing paths.
  - Geographically separated hosting locations.
  - Redundant power supplies or sources.
  - Multiple parallel software instances with load balancing.
- Procedures must exist to activate redundant components.
- Redundant systems must be monitored for failures.
- Redundant systems should be tested to verify failover operates as intended.

---</i>",7.15,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
7,Standard - Redundancy of Information Processing Facilities,"<i>- Redundancy must be implemented where required to meet availability objectives.
- Redundant components and facilities must provide equivalent security to primary systems.
- Redundancy may include, where applicable:
  - Multiple network or connectivity providers.
  - Redundant networks or routing paths.
  - Geographically separated hosting locations.
  - Redundant power supplies or sources.
  - Multiple parallel software instances with load balancing.
- Procedures must exist to activate redundant components.
- Redundant systems must be monitored for failures.
- Redundant systems should be tested to verify failover operates as intended.

---</i>",7.16,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
7,Standard - Redundancy of Information Processing Facilities,"<i>- Redundancy must be implemented where required to meet availability objectives.
- Redundant components and facilities must provide equivalent security to primary systems.
- Redundancy may include, where applicable:
  - Multiple network or connectivity providers.
  - Redundant networks or routing paths.
  - Geographically separated hosting locations.
  - Redundant power supplies or sources.
  - Multiple parallel software instances with load balancing.
- Procedures must exist to activate redundant components.
- Redundant systems must be monitored for failures.
- Redundant systems should be tested to verify failover operates as intended.

---</i>",7.17,"Does this requirement reflect your company current practice: Redundancy may include, where applicable, redundant networks or routing paths?",,2,Yes|No|Somewhat|Not applicable,,0,,,7.18 7.19|7.20|7.20|7.20,1
7,Standard - Redundancy of Information Processing Facilities,"<i>- Redundancy must be implemented where required to meet availability objectives.
- Redundant components and facilities must provide equivalent security to primary systems.
- Redundancy may include, where applicable:
  - Multiple network or connectivity providers.
  - Redundant networks or routing paths.
  - Geographically separated hosting locations.
  - Redundant power supplies or sources.
  - Multiple parallel software instances with load balancing.
- Procedures must exist to activate redundant components.
- Redundant systems must be monitored for failures.
- Redundant systems should be tested to verify failover operates as intended.

---</i>",7.18,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Network diagrams|Firewall rule export|VPN configuration|Change tickets|Screenshots|System exports|Other,,0,,,,1
7,Standard - Redundancy of Information Processing Facilities,"<i>- Redundancy must be implemented where required to meet availability objectives.
- Redundant components and facilities must provide equivalent security to primary systems.
- Redundancy may include, where applicable:
  - Multiple network or connectivity providers.
  - Redundant networks or routing paths.
  - Geographically separated hosting locations.
  - Redundant power supplies or sources.
  - Multiple parallel software instances with load balancing.
- Procedures must exist to activate redundant components.
- Redundant systems must be monitored for failures.
- Redundant systems should be tested to verify failover operates as intended.

---</i>",7.19,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
7,Standard - Redundancy of Information Processing Facilities,"<i>- Redundancy must be implemented where required to meet availability objectives.
- Redundant components and facilities must provide equivalent security to primary systems.
- Redundancy may include, where applicable:
  - Multiple network or connectivity providers.
  - Redundant networks or routing paths.
  - Geographically separated hosting locations.
  - Redundant power supplies or sources.
  - Multiple parallel software instances with load balancing.
- Procedures must exist to activate redundant components.
- Redundant systems must be monitored for failures.
- Redundant systems should be tested to verify failover operates as intended.

---</i>",7.20,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
7,Standard - Redundancy of Information Processing Facilities,"<i>- Redundancy must be implemented where required to meet availability objectives.
- Redundant components and facilities must provide equivalent security to primary systems.
- Redundancy may include, where applicable:
  - Multiple network or connectivity providers.
  - Redundant networks or routing paths.
  - Geographically separated hosting locations.
  - Redundant power supplies or sources.
  - Multiple parallel software instances with load balancing.
- Procedures must exist to activate redundant components.
- Redundant systems must be monitored for failures.
- Redundant systems should be tested to verify failover operates as intended.

---</i>",7.21,"Does this requirement reflect your company current practice: Redundancy may include, where applicable, geographically separated hosting locations?",,2,Yes|No|Somewhat|Not applicable,,0,,,7.22 7.23|7.24|7.24|7.24,1
7,Standard - Redundancy of Information Processing Facilities,"<i>- Redundancy must be implemented where required to meet availability objectives.
- Redundant components and facilities must provide equivalent security to primary systems.
- Redundancy may include, where applicable:
  - Multiple network or connectivity providers.
  - Redundant networks or routing paths.
  - Geographically separated hosting locations.
  - Redundant power supplies or sources.
  - Multiple parallel software instances with load balancing.
- Procedures must exist to activate redundant components.
- Redundant systems must be monitored for failures.
- Redundant systems should be tested to verify failover operates as intended.

---</i>",7.22,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
7,Standard - Redundancy of Information Processing Facilities,"<i>- Redundancy must be implemented where required to meet availability objectives.
- Redundant components and facilities must provide equivalent security to primary systems.
- Redundancy may include, where applicable:
  - Multiple network or connectivity providers.
  - Redundant networks or routing paths.
  - Geographically separated hosting locations.
  - Redundant power supplies or sources.
  - Multiple parallel software instances with load balancing.
- Procedures must exist to activate redundant components.
- Redundant systems must be monitored for failures.
- Redundant systems should be tested to verify failover operates as intended.

---</i>",7.23,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
7,Standard - Redundancy of Information Processing Facilities,"<i>- Redundancy must be implemented where required to meet availability objectives.
- Redundant components and facilities must provide equivalent security to primary systems.
- Redundancy may include, where applicable:
  - Multiple network or connectivity providers.
  - Redundant networks or routing paths.
  - Geographically separated hosting locations.
  - Redundant power supplies or sources.
  - Multiple parallel software instances with load balancing.
- Procedures must exist to activate redundant components.
- Redundant systems must be monitored for failures.
- Redundant systems should be tested to verify failover operates as intended.

---</i>",7.24,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
7,Standard - Redundancy of Information Processing Facilities,"<i>- Redundancy must be implemented where required to meet availability objectives.
- Redundant components and facilities must provide equivalent security to primary systems.
- Redundancy may include, where applicable:
  - Multiple network or connectivity providers.
  - Redundant networks or routing paths.
  - Geographically separated hosting locations.
  - Redundant power supplies or sources.
  - Multiple parallel software instances with load balancing.
- Procedures must exist to activate redundant components.
- Redundant systems must be monitored for failures.
- Redundant systems should be tested to verify failover operates as intended.

---</i>",7.25,"Does this requirement reflect your company current practice: Redundancy may include, where applicable, redundant power supplies or sources?",,2,Yes|No|Somewhat|Not applicable,,0,,,7.26 7.27|7.28|7.28|7.28,1
7,Standard - Redundancy of Information Processing Facilities,"<i>- Redundancy must be implemented where required to meet availability objectives.
- Redundant components and facilities must provide equivalent security to primary systems.
- Redundancy may include, where applicable:
  - Multiple network or connectivity providers.
  - Redundant networks or routing paths.
  - Geographically separated hosting locations.
  - Redundant power supplies or sources.
  - Multiple parallel software instances with load balancing.
- Procedures must exist to activate redundant components.
- Redundant systems must be monitored for failures.
- Redundant systems should be tested to verify failover operates as intended.

---</i>",7.26,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
