"﻿""Chapter ID (Mandatory", for example 1, 2," Etc)""",Chapter Title (Mandatory),Chapter Description (Optional),"Question ID (Mandatory and Unique, for example: 1.1, 1.2, Etc)",Question Title (Mandatory),Question Description (Optional),"Answer Type (Mandatory, one of the following options: 1 for Open Answer, 2 for Dropdown - Single Select, 3 for Dropdown - Single Select - Open answer, 4 for Date, 5 for Dropdown - Multiple Select, 6 for Dropdown - Multiple Select - Open answer)","Dropdown Options (Mandatory if column G is Dropdown. List options for the dropdown separated by a pipe character, for example: Yes|No|Undefined)","DropDown Warnings (Optional, for every option on column H you can define a message, for example: Great|Oh|Think twice)","Dropdown Scoring (Mandatory, set this to 1 if you want to enable scoring for this question. Otherwise set to 0)","Dropdown Option Score (Mandatory if J is set to 1, set the score of the question as an integer positive number, for example 10)","Dropdown Option Score Multiplier (Mandatory if J is set to 1. For every option of the dropdown in column H define an integer positive number that will be multiplied by the value on column K, for example: 1|2|10)","Dropdown Option Show another Question (Optional and only possible if column G is dropdown.For every option in column H you can define one or more question IDs from column D to be shown when the option is selected. For example: 1.2 1.6||6.7 would display questions 1.2 and 1.6 if the first option is selected, none if the second is selected and 6.7 if the third option is selected)","Question Comments & Attachments (Mandatory, select 0 if you do not want to show this option or 1 if you want to let users provide comments and attachments for each question)"
1,Respondent Information,,1.1,"Who is responding to this questionnaire? Please provide your name, team, and role within that team.",,1,,,0,,,,1
5,Standard - Identity,"<i>- All identities must be uniquely identifiable.
- Human user accounts must be linked to a single individual and must not be shared.
- Account lifecycle events must align with employment or contractual status.
- Organizational (departmental) roles must be defined and documented.
- Each system must define system roles that map directly to organizational roles.
- System roles must be defined or modified collaboratively by the system owner, department manager, Human Resources (where applicable), and the Information Security function.
- Segregation of duties must be enforced through role design.
- Default or built-in accounts (e.g. root, Administrator) must be disabled or restricted where technically feasible.</i>",5.30,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|IAM export|Access review records|User account listing|Approval tickets|Authentication logs|MFA configuration screenshots|Password manager records|Screenshots|System exports|Other,,0,,,,1
5,Standard - Identity,"<i>- All identities must be uniquely identifiable.
- Human user accounts must be linked to a single individual and must not be shared.
- Account lifecycle events must align with employment or contractual status.
- Organizational (departmental) roles must be defined and documented.
- Each system must define system roles that map directly to organizational roles.
- System roles must be defined or modified collaboratively by the system owner, department manager, Human Resources (where applicable), and the Information Security function.
- Segregation of duties must be enforced through role design.
- Default or built-in accounts (e.g. root, Administrator) must be disabled or restricted where technically feasible.</i>",5.31,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Identity,"<i>- All identities must be uniquely identifiable.
- Human user accounts must be linked to a single individual and must not be shared.
- Account lifecycle events must align with employment or contractual status.
- Organizational (departmental) roles must be defined and documented.
- Each system must define system roles that map directly to organizational roles.
- System roles must be defined or modified collaboratively by the system owner, department manager, Human Resources (where applicable), and the Information Security function.
- Segregation of duties must be enforced through role design.
- Default or built-in accounts (e.g. root, Administrator) must be disabled or restricted where technically feasible.</i>",5.32,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
6,Standard - Authentication,"<i>- Authentication must be performed using organization-approved mechanisms.
- Authentication must be integrated with a central identity source where technically feasible.
- All authentication secrets, including passwords, keys, tokens, and credentials, must be generated using approved computerized methods where technically feasible.
- Human-generated passwords or secrets must be avoided where technically feasible.
- Authentication secrets must be stored in an organization-approved password or secret management system.
- Credentials must be protected and must not be shared.
- Where password-based authentication is used, systems must enforce the following password policy where technically feasible:
  - Minimum length of 12 characters
  - Passwords must include a mix of letters and at least one number or symbol
  - Common, breached, or easily guessable passwords must be blocked where supported
  - Password reuse must be prevented for at least the last 10 passwords
- Systems must implement brute-force protection where technically feasible, including one or more of the following:
  - Account lockout after repeated failed attempts
  - Progressive authentication delays
  - Rate limiting
- Multi-factor authentication must be enforced where technically feasible.
- Initial credentials must be temporary and changed at first use where applicable.
- Interactive login using highly privileged or technical accounts must be disabled where supported.
- Authentication events must be logged in accordance with the Logging & Monitoring requirements.</i>",6.1,Does this requirement reflect your company current practice: Authentication must be performed using organization-approved mechanisms.,,2,Yes|No|Somewhat|Not applicable,,0,,,6.2 6.3|6.4|6.4|6.4,1
6,Standard - Authentication,"<i>- Authentication must be performed using organization-approved mechanisms.
- Authentication must be integrated with a central identity source where technically feasible.
- All authentication secrets, including passwords, keys, tokens, and credentials, must be generated using approved computerized methods where technically feasible.
- Human-generated passwords or secrets must be avoided where technically feasible.
- Authentication secrets must be stored in an organization-approved password or secret management system.
- Credentials must be protected and must not be shared.
- Where password-based authentication is used, systems must enforce the following password policy where technically feasible:
  - Minimum length of 12 characters
  - Passwords must include a mix of letters and at least one number or symbol
  - Common, breached, or easily guessable passwords must be blocked where supported
  - Password reuse must be prevented for at least the last 10 passwords
- Systems must implement brute-force protection where technically feasible, including one or more of the following:
  - Account lockout after repeated failed attempts
  - Progressive authentication delays
  - Rate limiting
- Multi-factor authentication must be enforced where technically feasible.
- Initial credentials must be temporary and changed at first use where applicable.
- Interactive login using highly privileged or technical accounts must be disabled where supported.
- Authentication events must be logged in accordance with the Logging & Monitoring requirements.</i>",6.2,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|IAM export|Access review records|User account listing|Approval tickets|Authentication logs|MFA configuration screenshots|Password manager records|Screenshots|System exports|Other,,0,,,,1
6,Standard - Authentication,"<i>- Authentication must be performed using organization-approved mechanisms.
- Authentication must be integrated with a central identity source where technically feasible.
- All authentication secrets, including passwords, keys, tokens, and credentials, must be generated using approved computerized methods where technically feasible.
- Human-generated passwords or secrets must be avoided where technically feasible.
- Authentication secrets must be stored in an organization-approved password or secret management system.
- Credentials must be protected and must not be shared.
- Where password-based authentication is used, systems must enforce the following password policy where technically feasible:
  - Minimum length of 12 characters
  - Passwords must include a mix of letters and at least one number or symbol
  - Common, breached, or easily guessable passwords must be blocked where supported
  - Password reuse must be prevented for at least the last 10 passwords
- Systems must implement brute-force protection where technically feasible, including one or more of the following:
  - Account lockout after repeated failed attempts
  - Progressive authentication delays
  - Rate limiting
- Multi-factor authentication must be enforced where technically feasible.
- Initial credentials must be temporary and changed at first use where applicable.
- Interactive login using highly privileged or technical accounts must be disabled where supported.
- Authentication events must be logged in accordance with the Logging & Monitoring requirements.</i>",6.3,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
6,Standard - Authentication,"<i>- Authentication must be performed using organization-approved mechanisms.
- Authentication must be integrated with a central identity source where technically feasible.
- All authentication secrets, including passwords, keys, tokens, and credentials, must be generated using approved computerized methods where technically feasible.
- Human-generated passwords or secrets must be avoided where technically feasible.
- Authentication secrets must be stored in an organization-approved password or secret management system.
- Credentials must be protected and must not be shared.
- Where password-based authentication is used, systems must enforce the following password policy where technically feasible:
  - Minimum length of 12 characters
  - Passwords must include a mix of letters and at least one number or symbol
  - Common, breached, or easily guessable passwords must be blocked where supported
  - Password reuse must be prevented for at least the last 10 passwords
- Systems must implement brute-force protection where technically feasible, including one or more of the following:
  - Account lockout after repeated failed attempts
  - Progressive authentication delays
  - Rate limiting
- Multi-factor authentication must be enforced where technically feasible.
- Initial credentials must be temporary and changed at first use where applicable.
- Interactive login using highly privileged or technical accounts must be disabled where supported.
- Authentication events must be logged in accordance with the Logging & Monitoring requirements.</i>",6.4,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
6,Standard - Authentication,"<i>- Authentication must be performed using organization-approved mechanisms.
- Authentication must be integrated with a central identity source where technically feasible.
- All authentication secrets, including passwords, keys, tokens, and credentials, must be generated using approved computerized methods where technically feasible.
- Human-generated passwords or secrets must be avoided where technically feasible.
- Authentication secrets must be stored in an organization-approved password or secret management system.
- Credentials must be protected and must not be shared.
- Where password-based authentication is used, systems must enforce the following password policy where technically feasible:
  - Minimum length of 12 characters
  - Passwords must include a mix of letters and at least one number or symbol
  - Common, breached, or easily guessable passwords must be blocked where supported
  - Password reuse must be prevented for at least the last 10 passwords
- Systems must implement brute-force protection where technically feasible, including one or more of the following:
  - Account lockout after repeated failed attempts
  - Progressive authentication delays
  - Rate limiting
- Multi-factor authentication must be enforced where technically feasible.
- Initial credentials must be temporary and changed at first use where applicable.
- Interactive login using highly privileged or technical accounts must be disabled where supported.
- Authentication events must be logged in accordance with the Logging & Monitoring requirements.</i>",6.5,Does this requirement reflect your company current practice: Authentication must be integrated with a central identity source where technically feasible.,,2,Yes|No|Somewhat|Not applicable,,0,,,6.6 6.7|6.8|6.8|6.8,1
6,Standard - Authentication,"<i>- Authentication must be performed using organization-approved mechanisms.
- Authentication must be integrated with a central identity source where technically feasible.
- All authentication secrets, including passwords, keys, tokens, and credentials, must be generated using approved computerized methods where technically feasible.
- Human-generated passwords or secrets must be avoided where technically feasible.
- Authentication secrets must be stored in an organization-approved password or secret management system.
- Credentials must be protected and must not be shared.
- Where password-based authentication is used, systems must enforce the following password policy where technically feasible:
  - Minimum length of 12 characters
  - Passwords must include a mix of letters and at least one number or symbol
  - Common, breached, or easily guessable passwords must be blocked where supported
  - Password reuse must be prevented for at least the last 10 passwords
- Systems must implement brute-force protection where technically feasible, including one or more of the following:
  - Account lockout after repeated failed attempts
  - Progressive authentication delays
  - Rate limiting
- Multi-factor authentication must be enforced where technically feasible.
- Initial credentials must be temporary and changed at first use where applicable.
- Interactive login using highly privileged or technical accounts must be disabled where supported.
- Authentication events must be logged in accordance with the Logging & Monitoring requirements.</i>",6.6,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|IAM export|Access review records|User account listing|Approval tickets|Authentication logs|MFA configuration screenshots|Password manager records|Screenshots|System exports|Other,,0,,,,1
6,Standard - Authentication,"<i>- Authentication must be performed using organization-approved mechanisms.
- Authentication must be integrated with a central identity source where technically feasible.
- All authentication secrets, including passwords, keys, tokens, and credentials, must be generated using approved computerized methods where technically feasible.
- Human-generated passwords or secrets must be avoided where technically feasible.
- Authentication secrets must be stored in an organization-approved password or secret management system.
- Credentials must be protected and must not be shared.
- Where password-based authentication is used, systems must enforce the following password policy where technically feasible:
  - Minimum length of 12 characters
  - Passwords must include a mix of letters and at least one number or symbol
  - Common, breached, or easily guessable passwords must be blocked where supported
  - Password reuse must be prevented for at least the last 10 passwords
- Systems must implement brute-force protection where technically feasible, including one or more of the following:
  - Account lockout after repeated failed attempts
  - Progressive authentication delays
  - Rate limiting
- Multi-factor authentication must be enforced where technically feasible.
- Initial credentials must be temporary and changed at first use where applicable.
- Interactive login using highly privileged or technical accounts must be disabled where supported.
- Authentication events must be logged in accordance with the Logging & Monitoring requirements.</i>",6.7,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
6,Standard - Authentication,"<i>- Authentication must be performed using organization-approved mechanisms.
- Authentication must be integrated with a central identity source where technically feasible.
- All authentication secrets, including passwords, keys, tokens, and credentials, must be generated using approved computerized methods where technically feasible.
- Human-generated passwords or secrets must be avoided where technically feasible.
- Authentication secrets must be stored in an organization-approved password or secret management system.
- Credentials must be protected and must not be shared.
- Where password-based authentication is used, systems must enforce the following password policy where technically feasible:
  - Minimum length of 12 characters
  - Passwords must include a mix of letters and at least one number or symbol
  - Common, breached, or easily guessable passwords must be blocked where supported
  - Password reuse must be prevented for at least the last 10 passwords
- Systems must implement brute-force protection where technically feasible, including one or more of the following:
  - Account lockout after repeated failed attempts
  - Progressive authentication delays
  - Rate limiting
- Multi-factor authentication must be enforced where technically feasible.
- Initial credentials must be temporary and changed at first use where applicable.
- Interactive login using highly privileged or technical accounts must be disabled where supported.
- Authentication events must be logged in accordance with the Logging & Monitoring requirements.</i>",6.8,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
6,Standard - Authentication,"<i>- Authentication must be performed using organization-approved mechanisms.
- Authentication must be integrated with a central identity source where technically feasible.
- All authentication secrets, including passwords, keys, tokens, and credentials, must be generated using approved computerized methods where technically feasible.
- Human-generated passwords or secrets must be avoided where technically feasible.
- Authentication secrets must be stored in an organization-approved password or secret management system.
- Credentials must be protected and must not be shared.
- Where password-based authentication is used, systems must enforce the following password policy where technically feasible:
  - Minimum length of 12 characters
  - Passwords must include a mix of letters and at least one number or symbol
  - Common, breached, or easily guessable passwords must be blocked where supported
  - Password reuse must be prevented for at least the last 10 passwords
- Systems must implement brute-force protection where technically feasible, including one or more of the following:
  - Account lockout after repeated failed attempts
  - Progressive authentication delays
  - Rate limiting
- Multi-factor authentication must be enforced where technically feasible.
- Initial credentials must be temporary and changed at first use where applicable.
- Interactive login using highly privileged or technical accounts must be disabled where supported.
- Authentication events must be logged in accordance with the Logging & Monitoring requirements.</i>",6.9,"Does this requirement reflect your company current practice: All authentication secrets, including passwords, keys, tokens, and credentials, must be generated using approved computerized methods where technically feasible.",,2,Yes|No|Somewhat|Not applicable,,0,,,6.10 6.11|6.12|6.12|6.12,1
6,Standard - Authentication,"<i>- Authentication must be performed using organization-approved mechanisms.
- Authentication must be integrated with a central identity source where technically feasible.
- All authentication secrets, including passwords, keys, tokens, and credentials, must be generated using approved computerized methods where technically feasible.
- Human-generated passwords or secrets must be avoided where technically feasible.
- Authentication secrets must be stored in an organization-approved password or secret management system.
- Credentials must be protected and must not be shared.
- Where password-based authentication is used, systems must enforce the following password policy where technically feasible:
  - Minimum length of 12 characters
  - Passwords must include a mix of letters and at least one number or symbol
  - Common, breached, or easily guessable passwords must be blocked where supported
  - Password reuse must be prevented for at least the last 10 passwords
- Systems must implement brute-force protection where technically feasible, including one or more of the following:
  - Account lockout after repeated failed attempts
  - Progressive authentication delays
  - Rate limiting
- Multi-factor authentication must be enforced where technically feasible.
- Initial credentials must be temporary and changed at first use where applicable.
- Interactive login using highly privileged or technical accounts must be disabled where supported.
- Authentication events must be logged in accordance with the Logging & Monitoring requirements.</i>",6.10,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|IAM export|Access review records|User account listing|Approval tickets|Authentication logs|MFA configuration screenshots|Password manager records|Encryption configuration|Key management records|Certificate inventory|Other,,0,,,,1
6,Standard - Authentication,"<i>- Authentication must be performed using organization-approved mechanisms.
- Authentication must be integrated with a central identity source where technically feasible.
- All authentication secrets, including passwords, keys, tokens, and credentials, must be generated using approved computerized methods where technically feasible.
- Human-generated passwords or secrets must be avoided where technically feasible.
- Authentication secrets must be stored in an organization-approved password or secret management system.
- Credentials must be protected and must not be shared.
- Where password-based authentication is used, systems must enforce the following password policy where technically feasible:
  - Minimum length of 12 characters
  - Passwords must include a mix of letters and at least one number or symbol
  - Common, breached, or easily guessable passwords must be blocked where supported
  - Password reuse must be prevented for at least the last 10 passwords
- Systems must implement brute-force protection where technically feasible, including one or more of the following:
  - Account lockout after repeated failed attempts
  - Progressive authentication delays
  - Rate limiting
- Multi-factor authentication must be enforced where technically feasible.
- Initial credentials must be temporary and changed at first use where applicable.
- Interactive login using highly privileged or technical accounts must be disabled where supported.
- Authentication events must be logged in accordance with the Logging & Monitoring requirements.</i>",6.11,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
6,Standard - Authentication,"<i>- Authentication must be performed using organization-approved mechanisms.
- Authentication must be integrated with a central identity source where technically feasible.
- All authentication secrets, including passwords, keys, tokens, and credentials, must be generated using approved computerized methods where technically feasible.
- Human-generated passwords or secrets must be avoided where technically feasible.
- Authentication secrets must be stored in an organization-approved password or secret management system.
- Credentials must be protected and must not be shared.
- Where password-based authentication is used, systems must enforce the following password policy where technically feasible:
  - Minimum length of 12 characters
  - Passwords must include a mix of letters and at least one number or symbol
  - Common, breached, or easily guessable passwords must be blocked where supported
  - Password reuse must be prevented for at least the last 10 passwords
- Systems must implement brute-force protection where technically feasible, including one or more of the following:
  - Account lockout after repeated failed attempts
  - Progressive authentication delays
  - Rate limiting
- Multi-factor authentication must be enforced where technically feasible.
- Initial credentials must be temporary and changed at first use where applicable.
- Interactive login using highly privileged or technical accounts must be disabled where supported.
- Authentication events must be logged in accordance with the Logging & Monitoring requirements.</i>",6.12,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
6,Standard - Authentication,"<i>- Authentication must be performed using organization-approved mechanisms.
- Authentication must be integrated with a central identity source where technically feasible.
- All authentication secrets, including passwords, keys, tokens, and credentials, must be generated using approved computerized methods where technically feasible.
- Human-generated passwords or secrets must be avoided where technically feasible.
- Authentication secrets must be stored in an organization-approved password or secret management system.
- Credentials must be protected and must not be shared.
- Where password-based authentication is used, systems must enforce the following password policy where technically feasible:
  - Minimum length of 12 characters
  - Passwords must include a mix of letters and at least one number or symbol
  - Common, breached, or easily guessable passwords must be blocked where supported
  - Password reuse must be prevented for at least the last 10 passwords
- Systems must implement brute-force protection where technically feasible, including one or more of the following:
  - Account lockout after repeated failed attempts
  - Progressive authentication delays
  - Rate limiting
- Multi-factor authentication must be enforced where technically feasible.
- Initial credentials must be temporary and changed at first use where applicable.
- Interactive login using highly privileged or technical accounts must be disabled where supported.
- Authentication events must be logged in accordance with the Logging & Monitoring requirements.</i>",6.13,Does this requirement reflect your company current practice: Human-generated passwords or secrets must be avoided where technically feasible.,,2,Yes|No|Somewhat|Not applicable,,0,,,6.14 6.15|6.16|6.16|6.16,1
6,Standard - Authentication,"<i>- Authentication must be performed using organization-approved mechanisms.
- Authentication must be integrated with a central identity source where technically feasible.
- All authentication secrets, including passwords, keys, tokens, and credentials, must be generated using approved computerized methods where technically feasible.
- Human-generated passwords or secrets must be avoided where technically feasible.
- Authentication secrets must be stored in an organization-approved password or secret management system.
- Credentials must be protected and must not be shared.
- Where password-based authentication is used, systems must enforce the following password policy where technically feasible:
  - Minimum length of 12 characters
  - Passwords must include a mix of letters and at least one number or symbol
  - Common, breached, or easily guessable passwords must be blocked where supported
  - Password reuse must be prevented for at least the last 10 passwords
- Systems must implement brute-force protection where technically feasible, including one or more of the following:
  - Account lockout after repeated failed attempts
  - Progressive authentication delays
  - Rate limiting
- Multi-factor authentication must be enforced where technically feasible.
- Initial credentials must be temporary and changed at first use where applicable.
- Interactive login using highly privileged or technical accounts must be disabled where supported.
- Authentication events must be logged in accordance with the Logging & Monitoring requirements.</i>",6.14,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|IAM export|Access review records|User account listing|Approval tickets|Authentication logs|MFA configuration screenshots|Password manager records|Screenshots|System exports|Other,,0,,,,1
6,Standard - Authentication,"<i>- Authentication must be performed using organization-approved mechanisms.
- Authentication must be integrated with a central identity source where technically feasible.
- All authentication secrets, including passwords, keys, tokens, and credentials, must be generated using approved computerized methods where technically feasible.
- Human-generated passwords or secrets must be avoided where technically feasible.
- Authentication secrets must be stored in an organization-approved password or secret management system.
- Credentials must be protected and must not be shared.
- Where password-based authentication is used, systems must enforce the following password policy where technically feasible:
  - Minimum length of 12 characters
  - Passwords must include a mix of letters and at least one number or symbol
  - Common, breached, or easily guessable passwords must be blocked where supported
  - Password reuse must be prevented for at least the last 10 passwords
- Systems must implement brute-force protection where technically feasible, including one or more of the following:
  - Account lockout after repeated failed attempts
  - Progressive authentication delays
  - Rate limiting
- Multi-factor authentication must be enforced where technically feasible.
- Initial credentials must be temporary and changed at first use where applicable.
- Interactive login using highly privileged or technical accounts must be disabled where supported.
- Authentication events must be logged in accordance with the Logging & Monitoring requirements.</i>",6.15,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
6,Standard - Authentication,"<i>- Authentication must be performed using organization-approved mechanisms.
- Authentication must be integrated with a central identity source where technically feasible.
- All authentication secrets, including passwords, keys, tokens, and credentials, must be generated using approved computerized methods where technically feasible.
- Human-generated passwords or secrets must be avoided where technically feasible.
- Authentication secrets must be stored in an organization-approved password or secret management system.
- Credentials must be protected and must not be shared.
- Where password-based authentication is used, systems must enforce the following password policy where technically feasible:
  - Minimum length of 12 characters
  - Passwords must include a mix of letters and at least one number or symbol
  - Common, breached, or easily guessable passwords must be blocked where supported
  - Password reuse must be prevented for at least the last 10 passwords
- Systems must implement brute-force protection where technically feasible, including one or more of the following:
  - Account lockout after repeated failed attempts
  - Progressive authentication delays
  - Rate limiting
- Multi-factor authentication must be enforced where technically feasible.
- Initial credentials must be temporary and changed at first use where applicable.
- Interactive login using highly privileged or technical accounts must be disabled where supported.
- Authentication events must be logged in accordance with the Logging & Monitoring requirements.</i>",6.16,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
6,Standard - Authentication,"<i>- Authentication must be performed using organization-approved mechanisms.
- Authentication must be integrated with a central identity source where technically feasible.
- All authentication secrets, including passwords, keys, tokens, and credentials, must be generated using approved computerized methods where technically feasible.
- Human-generated passwords or secrets must be avoided where technically feasible.
- Authentication secrets must be stored in an organization-approved password or secret management system.
- Credentials must be protected and must not be shared.
- Where password-based authentication is used, systems must enforce the following password policy where technically feasible:
  - Minimum length of 12 characters
  - Passwords must include a mix of letters and at least one number or symbol
  - Common, breached, or easily guessable passwords must be blocked where supported
  - Password reuse must be prevented for at least the last 10 passwords
- Systems must implement brute-force protection where technically feasible, including one or more of the following:
  - Account lockout after repeated failed attempts
  - Progressive authentication delays
  - Rate limiting
- Multi-factor authentication must be enforced where technically feasible.
- Initial credentials must be temporary and changed at first use where applicable.
- Interactive login using highly privileged or technical accounts must be disabled where supported.
- Authentication events must be logged in accordance with the Logging & Monitoring requirements.</i>",6.17,Does this requirement reflect your company current practice: Authentication secrets must be stored in an organization-approved password or secret management system.,,2,Yes|No|Somewhat|Not applicable,,0,,,6.18 6.19|6.20|6.20|6.20,1
6,Standard - Authentication,"<i>- Authentication must be performed using organization-approved mechanisms.
- Authentication must be integrated with a central identity source where technically feasible.
- All authentication secrets, including passwords, keys, tokens, and credentials, must be generated using approved computerized methods where technically feasible.
- Human-generated passwords or secrets must be avoided where technically feasible.
- Authentication secrets must be stored in an organization-approved password or secret management system.
- Credentials must be protected and must not be shared.
- Where password-based authentication is used, systems must enforce the following password policy where technically feasible:
  - Minimum length of 12 characters
  - Passwords must include a mix of letters and at least one number or symbol
  - Common, breached, or easily guessable passwords must be blocked where supported
  - Password reuse must be prevented for at least the last 10 passwords
- Systems must implement brute-force protection where technically feasible, including one or more of the following:
  - Account lockout after repeated failed attempts
  - Progressive authentication delays
  - Rate limiting
- Multi-factor authentication must be enforced where technically feasible.
- Initial credentials must be temporary and changed at first use where applicable.
- Interactive login using highly privileged or technical accounts must be disabled where supported.
- Authentication events must be logged in accordance with the Logging & Monitoring requirements.</i>",6.18,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|IAM export|Access review records|User account listing|Approval tickets|Authentication logs|MFA configuration screenshots|Password manager records|Screenshots|System exports|Other,,0,,,,1
6,Standard - Authentication,"<i>- Authentication must be performed using organization-approved mechanisms.
- Authentication must be integrated with a central identity source where technically feasible.
- All authentication secrets, including passwords, keys, tokens, and credentials, must be generated using approved computerized methods where technically feasible.
- Human-generated passwords or secrets must be avoided where technically feasible.
- Authentication secrets must be stored in an organization-approved password or secret management system.
- Credentials must be protected and must not be shared.
- Where password-based authentication is used, systems must enforce the following password policy where technically feasible:
  - Minimum length of 12 characters
  - Passwords must include a mix of letters and at least one number or symbol
  - Common, breached, or easily guessable passwords must be blocked where supported
  - Password reuse must be prevented for at least the last 10 passwords
- Systems must implement brute-force protection where technically feasible, including one or more of the following:
  - Account lockout after repeated failed attempts
  - Progressive authentication delays
  - Rate limiting
- Multi-factor authentication must be enforced where technically feasible.
- Initial credentials must be temporary and changed at first use where applicable.
- Interactive login using highly privileged or technical accounts must be disabled where supported.
- Authentication events must be logged in accordance with the Logging & Monitoring requirements.</i>",6.19,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
6,Standard - Authentication,"<i>- Authentication must be performed using organization-approved mechanisms.
- Authentication must be integrated with a central identity source where technically feasible.
- All authentication secrets, including passwords, keys, tokens, and credentials, must be generated using approved computerized methods where technically feasible.
- Human-generated passwords or secrets must be avoided where technically feasible.
- Authentication secrets must be stored in an organization-approved password or secret management system.
- Credentials must be protected and must not be shared.
- Where password-based authentication is used, systems must enforce the following password policy where technically feasible:
  - Minimum length of 12 characters
  - Passwords must include a mix of letters and at least one number or symbol
  - Common, breached, or easily guessable passwords must be blocked where supported
  - Password reuse must be prevented for at least the last 10 passwords
- Systems must implement brute-force protection where technically feasible, including one or more of the following:
  - Account lockout after repeated failed attempts
  - Progressive authentication delays
  - Rate limiting
- Multi-factor authentication must be enforced where technically feasible.
- Initial credentials must be temporary and changed at first use where applicable.
- Interactive login using highly privileged or technical accounts must be disabled where supported.
- Authentication events must be logged in accordance with the Logging & Monitoring requirements.</i>",6.20,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
6,Standard - Authentication,"<i>- Authentication must be performed using organization-approved mechanisms.
- Authentication must be integrated with a central identity source where technically feasible.
- All authentication secrets, including passwords, keys, tokens, and credentials, must be generated using approved computerized methods where technically feasible.
- Human-generated passwords or secrets must be avoided where technically feasible.
- Authentication secrets must be stored in an organization-approved password or secret management system.
- Credentials must be protected and must not be shared.
- Where password-based authentication is used, systems must enforce the following password policy where technically feasible:
  - Minimum length of 12 characters
  - Passwords must include a mix of letters and at least one number or symbol
  - Common, breached, or easily guessable passwords must be blocked where supported
  - Password reuse must be prevented for at least the last 10 passwords
- Systems must implement brute-force protection where technically feasible, including one or more of the following:
  - Account lockout after repeated failed attempts
  - Progressive authentication delays
  - Rate limiting
- Multi-factor authentication must be enforced where technically feasible.
- Initial credentials must be temporary and changed at first use where applicable.
- Interactive login using highly privileged or technical accounts must be disabled where supported.
- Authentication events must be logged in accordance with the Logging & Monitoring requirements.</i>",6.21,Does this requirement reflect your company current practice: Credentials must be protected and must not be shared.,,2,Yes|No|Somewhat|Not applicable,,0,,,6.22 6.23|6.24|6.24|6.24,1
6,Standard - Authentication,"<i>- Authentication must be performed using organization-approved mechanisms.
- Authentication must be integrated with a central identity source where technically feasible.
- All authentication secrets, including passwords, keys, tokens, and credentials, must be generated using approved computerized methods where technically feasible.
- Human-generated passwords or secrets must be avoided where technically feasible.
- Authentication secrets must be stored in an organization-approved password or secret management system.
- Credentials must be protected and must not be shared.
- Where password-based authentication is used, systems must enforce the following password policy where technically feasible:
  - Minimum length of 12 characters
  - Passwords must include a mix of letters and at least one number or symbol
  - Common, breached, or easily guessable passwords must be blocked where supported
  - Password reuse must be prevented for at least the last 10 passwords
- Systems must implement brute-force protection where technically feasible, including one or more of the following:
  - Account lockout after repeated failed attempts
  - Progressive authentication delays
  - Rate limiting
- Multi-factor authentication must be enforced where technically feasible.
- Initial credentials must be temporary and changed at first use where applicable.
- Interactive login using highly privileged or technical accounts must be disabled where supported.
- Authentication events must be logged in accordance with the Logging & Monitoring requirements.</i>",6.22,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|IAM export|Access review records|User account listing|Approval tickets|Authentication logs|MFA configuration screenshots|Password manager records|Screenshots|System exports|Other,,0,,,,1
