"Chapter ID (Mandatory, for example 1, 2, Etc)",Chapter Title (Mandatory),Chapter Description (Optional),"Question ID (Mandatory and Unique, for example: 1.1, 1.2, Etc)",Question Title (Mandatory),Question Description (Optional),"Answer Type (Mandatory, one of the following options: 1 for Open Answer, 2 for Dropdown - Single Select, 3 for Dropdown - Single Select - Open answer, 4 for Date, 5 for Dropdown - Multiple Select, 6 for Dropdown - Multiple Select - Open answer)","Dropdown Options (Mandatory if column G is Dropdown. List options for the dropdown separated by a pipe character, for example: Yes|No|Undefined)","DropDown Warnings (Optional, for every option on column H you can define a message, for example: Great|Oh|Think twice)","Dropdown Scoring (Mandatory, set this to 1 if you want to enable scoring for this question. Otherwise set to 0)","Dropdown Option Score (Mandatory if J is set to 1, set the score of the question as an integer positive number, for example 10)","Dropdown Option Score Multiplier (Mandatory if J is set to 1. For every option of the dropdown in column H define an integer positive number that will be multiplied by the value on column K, for example: 1|2|10)","Dropdown Option Show another Question (Optional and only possible if column G is dropdown.For every option in column H you can define one or more question IDs from column D to be shown when the option is selected. For example: 1.2 1.6||6.7 would display questions 1.2 and 1.6 if the first option is selected, none if the second is selected and 6.7 if the third option is selected)","Question Comments & Attachments (Mandatory, select 0 if you do not want to show this option or 1 if you want to let users provide comments and attachments for each question)"
5,Standard - Definition and Allocation of Information Security Roles,"<i>The following roles are defined within the ISMS and apply where relevant to the organization:

- Chief Information Security Officer (CISO): Provides overall direction for information security, approves ISMS strategy, and ensures alignment with business objectives.

- Information Security Manager: Operates and maintains the ISMS, coordinates risk management, monitoring, and audit activities, and ensures policies and controls are implemented.

- Security Officer: Supports day-to-day security operations and assists with incident, vulnerability, and control monitoring activities.

- Data Protection Officer (DPO): Oversees compliance with data protection and privacy requirements and acts as the contact point for personal data protection matters.

- Internal Audit Department: Independently evaluates the effectiveness of information security controls, policies, and processes and reports findings to management.

- Employees: Protect organizational information, comply with information security policies, and report security incidents or weaknesses.

- Contractors: Comply with information security requirements applicable to their engagement and protect organizational information accessed during their work.

---</i>",5.18,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|SIEM reports|Log exports|Monitoring alerts|Audit reports|Review meeting records|Incident tickets|Incident register|Post-incident review|Notification records|Screenshots|Other,,0,,,,1
5,Standard - Definition and Allocation of Information Security Roles,"<i>The following roles are defined within the ISMS and apply where relevant to the organization:

- Chief Information Security Officer (CISO): Provides overall direction for information security, approves ISMS strategy, and ensures alignment with business objectives.

- Information Security Manager: Operates and maintains the ISMS, coordinates risk management, monitoring, and audit activities, and ensures policies and controls are implemented.

- Security Officer: Supports day-to-day security operations and assists with incident, vulnerability, and control monitoring activities.

- Data Protection Officer (DPO): Oversees compliance with data protection and privacy requirements and acts as the contact point for personal data protection matters.

- Internal Audit Department: Independently evaluates the effectiveness of information security controls, policies, and processes and reports findings to management.

- Employees: Protect organizational information, comply with information security policies, and report security incidents or weaknesses.

- Contractors: Comply with information security requirements applicable to their engagement and protect organizational information accessed during their work.

---</i>",5.19,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Definition and Allocation of Information Security Roles,"<i>The following roles are defined within the ISMS and apply where relevant to the organization:

- Chief Information Security Officer (CISO): Provides overall direction for information security, approves ISMS strategy, and ensures alignment with business objectives.

- Information Security Manager: Operates and maintains the ISMS, coordinates risk management, monitoring, and audit activities, and ensures policies and controls are implemented.

- Security Officer: Supports day-to-day security operations and assists with incident, vulnerability, and control monitoring activities.

- Data Protection Officer (DPO): Oversees compliance with data protection and privacy requirements and acts as the contact point for personal data protection matters.

- Internal Audit Department: Independently evaluates the effectiveness of information security controls, policies, and processes and reports findings to management.

- Employees: Protect organizational information, comply with information security policies, and report security incidents or weaknesses.

- Contractors: Comply with information security requirements applicable to their engagement and protect organizational information accessed during their work.

---</i>",5.20,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
5,Standard - Definition and Allocation of Information Security Roles,"<i>The following roles are defined within the ISMS and apply where relevant to the organization:

- Chief Information Security Officer (CISO): Provides overall direction for information security, approves ISMS strategy, and ensures alignment with business objectives.

- Information Security Manager: Operates and maintains the ISMS, coordinates risk management, monitoring, and audit activities, and ensures policies and controls are implemented.

- Security Officer: Supports day-to-day security operations and assists with incident, vulnerability, and control monitoring activities.

- Data Protection Officer (DPO): Oversees compliance with data protection and privacy requirements and acts as the contact point for personal data protection matters.

- Internal Audit Department: Independently evaluates the effectiveness of information security controls, policies, and processes and reports findings to management.

- Employees: Protect organizational information, comply with information security policies, and report security incidents or weaknesses.

- Contractors: Comply with information security requirements applicable to their engagement and protect organizational information accessed during their work.

---</i>",5.21,"Does this requirement reflect your company current practice: Employees: Protect organizational information, comply with information security policies, and report security incidents or weaknesses.",,2,Yes|No|Somewhat|Not applicable,,0,,,5.22 5.23|5.24|5.24|5.24,1
5,Standard - Definition and Allocation of Information Security Roles,"<i>The following roles are defined within the ISMS and apply where relevant to the organization:

- Chief Information Security Officer (CISO): Provides overall direction for information security, approves ISMS strategy, and ensures alignment with business objectives.

- Information Security Manager: Operates and maintains the ISMS, coordinates risk management, monitoring, and audit activities, and ensures policies and controls are implemented.

- Security Officer: Supports day-to-day security operations and assists with incident, vulnerability, and control monitoring activities.

- Data Protection Officer (DPO): Oversees compliance with data protection and privacy requirements and acts as the contact point for personal data protection matters.

- Internal Audit Department: Independently evaluates the effectiveness of information security controls, policies, and processes and reports findings to management.

- Employees: Protect organizational information, comply with information security policies, and report security incidents or weaknesses.

- Contractors: Comply with information security requirements applicable to their engagement and protect organizational information accessed during their work.

---</i>",5.22,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Incident tickets|Incident register|Post-incident review|Notification records|Screenshots|System exports|Other,,0,,,,1
5,Standard - Definition and Allocation of Information Security Roles,"<i>The following roles are defined within the ISMS and apply where relevant to the organization:

- Chief Information Security Officer (CISO): Provides overall direction for information security, approves ISMS strategy, and ensures alignment with business objectives.

- Information Security Manager: Operates and maintains the ISMS, coordinates risk management, monitoring, and audit activities, and ensures policies and controls are implemented.

- Security Officer: Supports day-to-day security operations and assists with incident, vulnerability, and control monitoring activities.

- Data Protection Officer (DPO): Oversees compliance with data protection and privacy requirements and acts as the contact point for personal data protection matters.

- Internal Audit Department: Independently evaluates the effectiveness of information security controls, policies, and processes and reports findings to management.

- Employees: Protect organizational information, comply with information security policies, and report security incidents or weaknesses.

- Contractors: Comply with information security requirements applicable to their engagement and protect organizational information accessed during their work.

---</i>",5.23,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Definition and Allocation of Information Security Roles,"<i>The following roles are defined within the ISMS and apply where relevant to the organization:

- Chief Information Security Officer (CISO): Provides overall direction for information security, approves ISMS strategy, and ensures alignment with business objectives.

- Information Security Manager: Operates and maintains the ISMS, coordinates risk management, monitoring, and audit activities, and ensures policies and controls are implemented.

- Security Officer: Supports day-to-day security operations and assists with incident, vulnerability, and control monitoring activities.

- Data Protection Officer (DPO): Oversees compliance with data protection and privacy requirements and acts as the contact point for personal data protection matters.

- Internal Audit Department: Independently evaluates the effectiveness of information security controls, policies, and processes and reports findings to management.

- Employees: Protect organizational information, comply with information security policies, and report security incidents or weaknesses.

- Contractors: Comply with information security requirements applicable to their engagement and protect organizational information accessed during their work.

---</i>",5.24,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
5,Standard - Definition and Allocation of Information Security Roles,"<i>The following roles are defined within the ISMS and apply where relevant to the organization:

- Chief Information Security Officer (CISO): Provides overall direction for information security, approves ISMS strategy, and ensures alignment with business objectives.

- Information Security Manager: Operates and maintains the ISMS, coordinates risk management, monitoring, and audit activities, and ensures policies and controls are implemented.

- Security Officer: Supports day-to-day security operations and assists with incident, vulnerability, and control monitoring activities.

- Data Protection Officer (DPO): Oversees compliance with data protection and privacy requirements and acts as the contact point for personal data protection matters.

- Internal Audit Department: Independently evaluates the effectiveness of information security controls, policies, and processes and reports findings to management.

- Employees: Protect organizational information, comply with information security policies, and report security incidents or weaknesses.

- Contractors: Comply with information security requirements applicable to their engagement and protect organizational information accessed during their work.

---</i>",5.25,Does this requirement reflect your company current practice: Contractors: Comply with information security requirements applicable to their engagement and protect organizational information accessed during their work. ---,,2,Yes|No|Somewhat|Not applicable,,0,,,5.26 5.27|5.28|5.28|5.28,1
5,Standard - Definition and Allocation of Information Security Roles,"<i>The following roles are defined within the ISMS and apply where relevant to the organization:

- Chief Information Security Officer (CISO): Provides overall direction for information security, approves ISMS strategy, and ensures alignment with business objectives.

- Information Security Manager: Operates and maintains the ISMS, coordinates risk management, monitoring, and audit activities, and ensures policies and controls are implemented.

- Security Officer: Supports day-to-day security operations and assists with incident, vulnerability, and control monitoring activities.

- Data Protection Officer (DPO): Oversees compliance with data protection and privacy requirements and acts as the contact point for personal data protection matters.

- Internal Audit Department: Independently evaluates the effectiveness of information security controls, policies, and processes and reports findings to management.

- Employees: Protect organizational information, comply with information security policies, and report security incidents or weaknesses.

- Contractors: Comply with information security requirements applicable to their engagement and protect organizational information accessed during their work.

---</i>",5.26,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|IAM export|Access review records|User account listing|Approval tickets|Authentication logs|MFA configuration screenshots|Password manager records|Supplier register|Due diligence questionnaire|Contract clauses|Other,,0,,,,1
5,Standard - Definition and Allocation of Information Security Roles,"<i>The following roles are defined within the ISMS and apply where relevant to the organization:

- Chief Information Security Officer (CISO): Provides overall direction for information security, approves ISMS strategy, and ensures alignment with business objectives.

- Information Security Manager: Operates and maintains the ISMS, coordinates risk management, monitoring, and audit activities, and ensures policies and controls are implemented.

- Security Officer: Supports day-to-day security operations and assists with incident, vulnerability, and control monitoring activities.

- Data Protection Officer (DPO): Oversees compliance with data protection and privacy requirements and acts as the contact point for personal data protection matters.

- Internal Audit Department: Independently evaluates the effectiveness of information security controls, policies, and processes and reports findings to management.

- Employees: Protect organizational information, comply with information security policies, and report security incidents or weaknesses.

- Contractors: Comply with information security requirements applicable to their engagement and protect organizational information accessed during their work.

---</i>",5.27,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Definition and Allocation of Information Security Roles,"<i>The following roles are defined within the ISMS and apply where relevant to the organization:

- Chief Information Security Officer (CISO): Provides overall direction for information security, approves ISMS strategy, and ensures alignment with business objectives.

- Information Security Manager: Operates and maintains the ISMS, coordinates risk management, monitoring, and audit activities, and ensures policies and controls are implemented.

- Security Officer: Supports day-to-day security operations and assists with incident, vulnerability, and control monitoring activities.

- Data Protection Officer (DPO): Oversees compliance with data protection and privacy requirements and acts as the contact point for personal data protection matters.

- Internal Audit Department: Independently evaluates the effectiveness of information security controls, policies, and processes and reports findings to management.

- Employees: Protect organizational information, comply with information security policies, and report security incidents or weaknesses.

- Contractors: Comply with information security requirements applicable to their engagement and protect organizational information accessed during their work.

---</i>",5.28,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
6,Standard - Accountability and Delegation,"<i>- Individuals assigned information security responsibilities may delegate specific tasks.
- Delegation does not remove accountability from the role holder.
- Role holders remain responsible for ensuring delegated tasks are performed correctly and effectively.</i>",6.1,Does this requirement reflect your company current practice: Individuals assigned information security responsibilities may delegate specific tasks.,,2,Yes|No|Somewhat|Not applicable,,0,,,6.2 6.3|6.4|6.4|6.4,1
6,Standard - Accountability and Delegation,"<i>- Individuals assigned information security responsibilities may delegate specific tasks.
- Delegation does not remove accountability from the role holder.
- Role holders remain responsible for ensuring delegated tasks are performed correctly and effectively.</i>",6.2,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
6,Standard - Accountability and Delegation,"<i>- Individuals assigned information security responsibilities may delegate specific tasks.
- Delegation does not remove accountability from the role holder.
- Role holders remain responsible for ensuring delegated tasks are performed correctly and effectively.</i>",6.3,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
6,Standard - Accountability and Delegation,"<i>- Individuals assigned information security responsibilities may delegate specific tasks.
- Delegation does not remove accountability from the role holder.
- Role holders remain responsible for ensuring delegated tasks are performed correctly and effectively.</i>",6.4,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
6,Standard - Accountability and Delegation,"<i>- Individuals assigned information security responsibilities may delegate specific tasks.
- Delegation does not remove accountability from the role holder.
- Role holders remain responsible for ensuring delegated tasks are performed correctly and effectively.</i>",6.5,Does this requirement reflect your company current practice: Delegation does not remove accountability from the role holder.,,2,Yes|No|Somewhat|Not applicable,,0,,,6.6 6.7|6.8|6.8|6.8,1
6,Standard - Accountability and Delegation,"<i>- Individuals assigned information security responsibilities may delegate specific tasks.
- Delegation does not remove accountability from the role holder.
- Role holders remain responsible for ensuring delegated tasks are performed correctly and effectively.</i>",6.6,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|IAM export|Access review records|User account listing|Approval tickets|Authentication logs|MFA configuration screenshots|Password manager records|Screenshots|System exports|Other,,0,,,,1
6,Standard - Accountability and Delegation,"<i>- Individuals assigned information security responsibilities may delegate specific tasks.
- Delegation does not remove accountability from the role holder.
- Role holders remain responsible for ensuring delegated tasks are performed correctly and effectively.</i>",6.7,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
6,Standard - Accountability and Delegation,"<i>- Individuals assigned information security responsibilities may delegate specific tasks.
- Delegation does not remove accountability from the role holder.
- Role holders remain responsible for ensuring delegated tasks are performed correctly and effectively.</i>",6.8,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
6,Standard - Accountability and Delegation,"<i>- Individuals assigned information security responsibilities may delegate specific tasks.
- Delegation does not remove accountability from the role holder.
- Role holders remain responsible for ensuring delegated tasks are performed correctly and effectively.</i>",6.9,Does this requirement reflect your company current practice: Role holders remain responsible for ensuring delegated tasks are performed correctly and effectively.,,2,Yes|No|Somewhat|Not applicable,,0,,,6.10 6.11|6.12|6.12|6.12,1
6,Standard - Accountability and Delegation,"<i>- Individuals assigned information security responsibilities may delegate specific tasks.
- Delegation does not remove accountability from the role holder.
- Role holders remain responsible for ensuring delegated tasks are performed correctly and effectively.</i>",6.10,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
6,Standard - Accountability and Delegation,"<i>- Individuals assigned information security responsibilities may delegate specific tasks.
- Delegation does not remove accountability from the role holder.
- Role holders remain responsible for ensuring delegated tasks are performed correctly and effectively.</i>",6.11,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
6,Standard - Accountability and Delegation,"<i>- Individuals assigned information security responsibilities may delegate specific tasks.
- Delegation does not remove accountability from the role holder.
- Role holders remain responsible for ensuring delegated tasks are performed correctly and effectively.</i>",6.12,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
7,Standard - Resource Provisioning,"<i>- The organization must determine and provide the resources required to support information security roles and responsibilities.
- Resource needs must be reviewed periodically and when significant organizational or ISMS changes occur.</i>",7.1,Does this requirement reflect your company current practice: The organization must determine and provide the resources required to support information security roles and responsibilities.,,2,Yes|No|Somewhat|Not applicable,,0,,,7.2 7.3|7.4|7.4|7.4,1
7,Standard - Resource Provisioning,"<i>- The organization must determine and provide the resources required to support information security roles and responsibilities.
- Resource needs must be reviewed periodically and when significant organizational or ISMS changes occur.</i>",7.2,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
7,Standard - Resource Provisioning,"<i>- The organization must determine and provide the resources required to support information security roles and responsibilities.
- Resource needs must be reviewed periodically and when significant organizational or ISMS changes occur.</i>",7.3,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
7,Standard - Resource Provisioning,"<i>- The organization must determine and provide the resources required to support information security roles and responsibilities.
- Resource needs must be reviewed periodically and when significant organizational or ISMS changes occur.</i>",7.4,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
7,Standard - Resource Provisioning,"<i>- The organization must determine and provide the resources required to support information security roles and responsibilities.
- Resource needs must be reviewed periodically and when significant organizational or ISMS changes occur.</i>",7.5,Does this requirement reflect your company current practice: Resource needs must be reviewed periodically and when significant organizational or ISMS changes occur.,,2,Yes|No|Somewhat|Not applicable,,0,,,7.6 7.7|7.8|7.8|7.8,1
7,Standard - Resource Provisioning,"<i>- The organization must determine and provide the resources required to support information security roles and responsibilities.
- Resource needs must be reviewed periodically and when significant organizational or ISMS changes occur.</i>",7.6,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
7,Standard - Resource Provisioning,"<i>- The organization must determine and provide the resources required to support information security roles and responsibilities.
- Resource needs must be reviewed periodically and when significant organizational or ISMS changes occur.</i>",7.7,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
7,Standard - Resource Provisioning,"<i>- The organization must determine and provide the resources required to support information security roles and responsibilities.
- Resource needs must be reviewed periodically and when significant organizational or ISMS changes occur.</i>",7.8,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
8,Standard - Competence and Training,"<i>- Individuals performing information security roles must have the necessary competence to perform their responsibilities effectively.
- Competence may be achieved through appropriate education, training, and experience.
- Personnel with information security responsibilities must receive regular training, at least annually where feasible, to maintain and improve their knowledge and skills.
- Training should be appropriate to the role and support continual improvement in information security performance.

---</i>",8.1,Does this requirement reflect your company current practice: Individuals performing information security roles must have the necessary competence to perform their responsibilities effectively.,,2,Yes|No|Somewhat|Not applicable,,0,,,8.2 8.3|8.4|8.4|8.4,1
8,Standard - Competence and Training,"<i>- Individuals performing information security roles must have the necessary competence to perform their responsibilities effectively.
- Competence may be achieved through appropriate education, training, and experience.
- Personnel with information security responsibilities must receive regular training, at least annually where feasible, to maintain and improve their knowledge and skills.
- Training should be appropriate to the role and support continual improvement in information security performance.

---</i>",8.2,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
8,Standard - Competence and Training,"<i>- Individuals performing information security roles must have the necessary competence to perform their responsibilities effectively.
- Competence may be achieved through appropriate education, training, and experience.
- Personnel with information security responsibilities must receive regular training, at least annually where feasible, to maintain and improve their knowledge and skills.
- Training should be appropriate to the role and support continual improvement in information security performance.

---</i>",8.3,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
8,Standard - Competence and Training,"<i>- Individuals performing information security roles must have the necessary competence to perform their responsibilities effectively.
- Competence may be achieved through appropriate education, training, and experience.
- Personnel with information security responsibilities must receive regular training, at least annually where feasible, to maintain and improve their knowledge and skills.
- Training should be appropriate to the role and support continual improvement in information security performance.

---</i>",8.4,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
8,Standard - Competence and Training,"<i>- Individuals performing information security roles must have the necessary competence to perform their responsibilities effectively.
- Competence may be achieved through appropriate education, training, and experience.
- Personnel with information security responsibilities must receive regular training, at least annually where feasible, to maintain and improve their knowledge and skills.
- Training should be appropriate to the role and support continual improvement in information security performance.

---</i>",8.5,"Does this requirement reflect your company current practice: Competence may be achieved through appropriate education, training, and experience.",,2,Yes|No|Somewhat|Not applicable,,0,,,8.6 8.7|8.8|8.8|8.8,1
8,Standard - Competence and Training,"<i>- Individuals performing information security roles must have the necessary competence to perform their responsibilities effectively.
- Competence may be achieved through appropriate education, training, and experience.
- Personnel with information security responsibilities must receive regular training, at least annually where feasible, to maintain and improve their knowledge and skills.
- Training should be appropriate to the role and support continual improvement in information security performance.

---</i>",8.6,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Training completion report|Acknowledgement records|Awareness material|Attendance records|Screenshots|System exports|Other,,0,,,,1
8,Standard - Competence and Training,"<i>- Individuals performing information security roles must have the necessary competence to perform their responsibilities effectively.
- Competence may be achieved through appropriate education, training, and experience.
- Personnel with information security responsibilities must receive regular training, at least annually where feasible, to maintain and improve their knowledge and skills.
- Training should be appropriate to the role and support continual improvement in information security performance.

---</i>",8.7,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
8,Standard - Competence and Training,"<i>- Individuals performing information security roles must have the necessary competence to perform their responsibilities effectively.
- Competence may be achieved through appropriate education, training, and experience.
- Personnel with information security responsibilities must receive regular training, at least annually where feasible, to maintain and improve their knowledge and skills.
- Training should be appropriate to the role and support continual improvement in information security performance.

---</i>",8.8,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
8,Standard - Competence and Training,"<i>- Individuals performing information security roles must have the necessary competence to perform their responsibilities effectively.
- Competence may be achieved through appropriate education, training, and experience.
- Personnel with information security responsibilities must receive regular training, at least annually where feasible, to maintain and improve their knowledge and skills.
- Training should be appropriate to the role and support continual improvement in information security performance.

---</i>",8.9,"Does this requirement reflect your company current practice: Personnel with information security responsibilities must receive regular training, at least annually where feasible, to maintain and improve their knowledge and skills.",,2,Yes|No|Somewhat|Not applicable,,0,,,8.10 8.11|8.12|8.12|8.12,1
8,Standard - Competence and Training,"<i>- Individuals performing information security roles must have the necessary competence to perform their responsibilities effectively.
- Competence may be achieved through appropriate education, training, and experience.
- Personnel with information security responsibilities must receive regular training, at least annually where feasible, to maintain and improve their knowledge and skills.
- Training should be appropriate to the role and support continual improvement in information security performance.

---</i>",8.10,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Training completion report|Acknowledgement records|Awareness material|Attendance records|Screenshots|System exports|Other,,0,,,,1
8,Standard - Competence and Training,"<i>- Individuals performing information security roles must have the necessary competence to perform their responsibilities effectively.
- Competence may be achieved through appropriate education, training, and experience.
- Personnel with information security responsibilities must receive regular training, at least annually where feasible, to maintain and improve their knowledge and skills.
- Training should be appropriate to the role and support continual improvement in information security performance.

---</i>",8.11,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
8,Standard - Competence and Training,"<i>- Individuals performing information security roles must have the necessary competence to perform their responsibilities effectively.
- Competence may be achieved through appropriate education, training, and experience.
- Personnel with information security responsibilities must receive regular training, at least annually where feasible, to maintain and improve their knowledge and skills.
- Training should be appropriate to the role and support continual improvement in information security performance.

---</i>",8.12,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
8,Standard - Competence and Training,"<i>- Individuals performing information security roles must have the necessary competence to perform their responsibilities effectively.
- Competence may be achieved through appropriate education, training, and experience.
- Personnel with information security responsibilities must receive regular training, at least annually where feasible, to maintain and improve their knowledge and skills.
- Training should be appropriate to the role and support continual improvement in information security performance.

---</i>",8.13,Does this requirement reflect your company current practice: Training should be appropriate to the role and support continual improvement in information security performance. ---,,2,Yes|No|Somewhat|Not applicable,,0,,,8.14 8.15|8.16|8.16|8.16,1
8,Standard - Competence and Training,"<i>- Individuals performing information security roles must have the necessary competence to perform their responsibilities effectively.
- Competence may be achieved through appropriate education, training, and experience.
- Personnel with information security responsibilities must receive regular training, at least annually where feasible, to maintain and improve their knowledge and skills.
- Training should be appropriate to the role and support continual improvement in information security performance.

---</i>",8.14,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Training completion report|Acknowledgement records|Awareness material|Attendance records|Screenshots|System exports|Other,,0,,,,1
8,Standard - Competence and Training,"<i>- Individuals performing information security roles must have the necessary competence to perform their responsibilities effectively.
- Competence may be achieved through appropriate education, training, and experience.
- Personnel with information security responsibilities must receive regular training, at least annually where feasible, to maintain and improve their knowledge and skills.
- Training should be appropriate to the role and support continual improvement in information security performance.

---</i>",8.15,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
8,Standard - Competence and Training,"<i>- Individuals performing information security roles must have the necessary competence to perform their responsibilities effectively.
- Competence may be achieved through appropriate education, training, and experience.
- Personnel with information security responsibilities must receive regular training, at least annually where feasible, to maintain and improve their knowledge and skills.
- Training should be appropriate to the role and support continual improvement in information security performance.

---</i>",8.16,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
9,Procedure - Role Assignment Procedure,"<i>1. Information security roles and responsibilities are identified.
2. Required competence for each role is defined.
3. Human Resources (HR) is involved in the assignment or confirmation of roles to ensure alignment with job functions, contracts, and competence requirements.
4. Roles and responsibilities are assigned to appropriate individuals.
5. Assigned roles are communicated to affected personnel.</i>",9.1,Does this procedure reflect your actual process?,"1. Information security roles and responsibilities are identified.
2. Required competence for each role is defined.
3. Human Resources (HR) is involved in the assignment or confirmation of roles to ensure alignment with job functions, contracts, and competence requirements.
4. Roles and responsibilities are assigned to appropriate individuals.
5. Assigned roles are communicated to affected personnel.",2,Yes|No|Somewhat|Not applicable,,0,,,|9.2|9.2|9.2,1
9,Procedure - Role Assignment Procedure,"<i>1. Information security roles and responsibilities are identified.
2. Required competence for each role is defined.
3. Human Resources (HR) is involved in the assignment or confirmation of roles to ensure alignment with job functions, contracts, and competence requirements.
4. Roles and responsibilities are assigned to appropriate individuals.
5. Assigned roles are communicated to affected personnel.</i>",9.2,Please provide corrections in step-by-step format.,,1,,,0,,,,1
10,Procedure - Role Review Procedure,"<i>1. Information security roles and responsibilities are reviewed at planned intervals.
2. Roles are updated following organizational, personnel, or ISMS changes.
3. Changes are communicated to relevant personnel.</i>",10.1,Does this procedure reflect your actual process?,"1. Information security roles and responsibilities are reviewed at planned intervals.
2. Roles are updated following organizational, personnel, or ISMS changes.
3. Changes are communicated to relevant personnel.",2,Yes|No|Somewhat|Not applicable,,0,,,|10.2|10.2|10.2,1
10,Procedure - Role Review Procedure,"<i>1. Information security roles and responsibilities are reviewed at planned intervals.
2. Roles are updated following organizational, personnel, or ISMS changes.
3. Changes are communicated to relevant personnel.</i>",10.2,Please provide corrections in step-by-step format.,,1,,,0,,,,1
