"﻿""Chapter ID (Mandatory", for example 1, 2," Etc)""",Chapter Title (Mandatory),Chapter Description (Optional),"Question ID (Mandatory and Unique, for example: 1.1, 1.2, Etc)",Question Title (Mandatory),Question Description (Optional),"Answer Type (Mandatory, one of the following options: 1 for Open Answer, 2 for Dropdown - Single Select, 3 for Dropdown - Single Select - Open answer, 4 for Date, 5 for Dropdown - Multiple Select, 6 for Dropdown - Multiple Select - Open answer)","Dropdown Options (Mandatory if column G is Dropdown. List options for the dropdown separated by a pipe character, for example: Yes|No|Undefined)","DropDown Warnings (Optional, for every option on column H you can define a message, for example: Great|Oh|Think twice)","Dropdown Scoring (Mandatory, set this to 1 if you want to enable scoring for this question. Otherwise set to 0)","Dropdown Option Score (Mandatory if J is set to 1, set the score of the question as an integer positive number, for example 10)","Dropdown Option Score Multiplier (Mandatory if J is set to 1. For every option of the dropdown in column H define an integer positive number that will be multiplied by the value on column K, for example: 1|2|10)","Dropdown Option Show another Question (Optional and only possible if column G is dropdown.For every option in column H you can define one or more question IDs from column D to be shown when the option is selected. For example: 1.2 1.6||6.7 would display questions 1.2 and 1.6 if the first option is selected, none if the second is selected and 6.7 if the third option is selected)","Question Comments & Attachments (Mandatory, select 0 if you do not want to show this option or 1 if you want to let users provide comments and attachments for each question)"
1,Respondent Information,,1.1,"Who is responding to this questionnaire? Please provide your name, team, and role within that team.",,1,,,0,,,,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.24,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.25,Does this requirement reflect your company current practice: Change implementation must be planned and scheduled?,,2,Yes|No|Somewhat|Not applicable,,0,,,5.26 5.27|5.28|5.28|5.28,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.26,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.27,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.28,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.29,Does this requirement reflect your company current practice: Change implementation must include rollback or recovery considerations?,,2,Yes|No|Somewhat|Not applicable,,0,,,5.30 5.31|5.32|5.32|5.32,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.30,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Backup job reports|Restore test records|Retention configuration|Recovery runbooks|Screenshots|System exports|Other,,0,,,,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.31,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.32,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.33,Does this requirement reflect your company current practice: Change implementation must avoid unnecessary disruption to business operations?,,2,Yes|No|Somewhat|Not applicable,,0,,,5.34 5.35|5.36|5.36|5.36,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.34,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.35,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.36,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.37,"Does this requirement reflect your company current practice: Emergency changes must be justified and documented, and reviewed retrospectively?",,2,Yes|No|Somewhat|Not applicable,,0,,,5.38 5.39|5.40|5.40|5.40,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.38,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.39,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.40,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.41,Does this requirement reflect your company current practice: Emergency changes must be justified and documented?,,2,Yes|No|Somewhat|Not applicable,,0,,,5.42 5.43|5.44|5.44|5.44,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.42,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.43,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.44,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.45,Does this requirement reflect your company current practice: Emergency changes must be reviewed retrospectively?,,2,Yes|No|Somewhat|Not applicable,,0,,,5.46 5.47|5.48|5.48|5.48,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.46,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.47,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.48,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.49,Does this requirement reflect your company current practice: Changes must be tested where feasible prior to deployment.,,2,Yes|No|Somewhat|Not applicable,,0,,,5.50 5.51|5.52|5.52|5.52,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.50,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|SDLC procedure|Code review records|Security test reports|Release approvals|Screenshots|System exports|Other,,0,,,,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.51,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.52,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.53,Does this requirement reflect your company current practice: Change records must be maintained.,,2,Yes|No|Somewhat|Not applicable,,0,,,5.54 5.55|5.56|5.56|5.56,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.54,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.55,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.56,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
6,Standard - Capacity Management,"<i>- Capacity requirements must be identified for systems and services.
- Capacity management must consider:
  - Current utilization.
  - Expected growth.
  - Business and operational requirements.
- Capacity must be monitored to identify trends and potential constraints.
- Capacity thresholds and alerts should be defined where technically feasible.
- Capacity-related risks must be addressed before service levels are impacted.
- Capacity planning must be reviewed periodically and when significant changes occur.

---</i>",6.1,Does this requirement reflect your company current practice: Capacity requirements must be identified for systems and services.,,2,Yes|No|Somewhat|Not applicable,,0,,,6.2 6.3|6.4|6.4|6.4,1
6,Standard - Capacity Management,"<i>- Capacity requirements must be identified for systems and services.
- Capacity management must consider:
  - Current utilization.
  - Expected growth.
  - Business and operational requirements.
- Capacity must be monitored to identify trends and potential constraints.
- Capacity thresholds and alerts should be defined where technically feasible.
- Capacity-related risks must be addressed before service levels are impacted.
- Capacity planning must be reviewed periodically and when significant changes occur.

---</i>",6.2,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
6,Standard - Capacity Management,"<i>- Capacity requirements must be identified for systems and services.
- Capacity management must consider:
  - Current utilization.
  - Expected growth.
  - Business and operational requirements.
- Capacity must be monitored to identify trends and potential constraints.
- Capacity thresholds and alerts should be defined where technically feasible.
- Capacity-related risks must be addressed before service levels are impacted.
- Capacity planning must be reviewed periodically and when significant changes occur.

---</i>",6.3,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
6,Standard - Capacity Management,"<i>- Capacity requirements must be identified for systems and services.
- Capacity management must consider:
  - Current utilization.
  - Expected growth.
  - Business and operational requirements.
- Capacity must be monitored to identify trends and potential constraints.
- Capacity thresholds and alerts should be defined where technically feasible.
- Capacity-related risks must be addressed before service levels are impacted.
- Capacity planning must be reviewed periodically and when significant changes occur.

---</i>",6.4,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
6,Standard - Capacity Management,"<i>- Capacity requirements must be identified for systems and services.
- Capacity management must consider:
  - Current utilization.
  - Expected growth.
  - Business and operational requirements.
- Capacity must be monitored to identify trends and potential constraints.
- Capacity thresholds and alerts should be defined where technically feasible.
- Capacity-related risks must be addressed before service levels are impacted.
- Capacity planning must be reviewed periodically and when significant changes occur.

---</i>",6.5,"Does this requirement reflect your company current practice: Capacity management must consider current utilization, expected growth, and business and operational requirements?",,2,Yes|No|Somewhat|Not applicable,,0,,,6.6 6.7|6.8|6.8|6.8,1
6,Standard - Capacity Management,"<i>- Capacity requirements must be identified for systems and services.
- Capacity management must consider:
  - Current utilization.
  - Expected growth.
  - Business and operational requirements.
- Capacity must be monitored to identify trends and potential constraints.
- Capacity thresholds and alerts should be defined where technically feasible.
- Capacity-related risks must be addressed before service levels are impacted.
- Capacity planning must be reviewed periodically and when significant changes occur.

---</i>",6.6,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
6,Standard - Capacity Management,"<i>- Capacity requirements must be identified for systems and services.
- Capacity management must consider:
  - Current utilization.
  - Expected growth.
  - Business and operational requirements.
- Capacity must be monitored to identify trends and potential constraints.
- Capacity thresholds and alerts should be defined where technically feasible.
- Capacity-related risks must be addressed before service levels are impacted.
- Capacity planning must be reviewed periodically and when significant changes occur.

---</i>",6.7,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
6,Standard - Capacity Management,"<i>- Capacity requirements must be identified for systems and services.
- Capacity management must consider:
  - Current utilization.
  - Expected growth.
  - Business and operational requirements.
- Capacity must be monitored to identify trends and potential constraints.
- Capacity thresholds and alerts should be defined where technically feasible.
- Capacity-related risks must be addressed before service levels are impacted.
- Capacity planning must be reviewed periodically and when significant changes occur.

---</i>",6.8,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
6,Standard - Capacity Management,"<i>- Capacity requirements must be identified for systems and services.
- Capacity management must consider:
  - Current utilization.
  - Expected growth.
  - Business and operational requirements.
- Capacity must be monitored to identify trends and potential constraints.
- Capacity thresholds and alerts should be defined where technically feasible.
- Capacity-related risks must be addressed before service levels are impacted.
- Capacity planning must be reviewed periodically and when significant changes occur.

---</i>",6.9,Does this requirement reflect your company current practice: Capacity management must consider current utilization?,,2,Yes|No|Somewhat|Not applicable,,0,,,6.10 6.11|6.12|6.12|6.12,1
6,Standard - Capacity Management,"<i>- Capacity requirements must be identified for systems and services.
- Capacity management must consider:
  - Current utilization.
  - Expected growth.
  - Business and operational requirements.
- Capacity must be monitored to identify trends and potential constraints.
- Capacity thresholds and alerts should be defined where technically feasible.
- Capacity-related risks must be addressed before service levels are impacted.
- Capacity planning must be reviewed periodically and when significant changes occur.

---</i>",6.10,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
6,Standard - Capacity Management,"<i>- Capacity requirements must be identified for systems and services.
- Capacity management must consider:
  - Current utilization.
  - Expected growth.
  - Business and operational requirements.
- Capacity must be monitored to identify trends and potential constraints.
- Capacity thresholds and alerts should be defined where technically feasible.
- Capacity-related risks must be addressed before service levels are impacted.
- Capacity planning must be reviewed periodically and when significant changes occur.

---</i>",6.11,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
6,Standard - Capacity Management,"<i>- Capacity requirements must be identified for systems and services.
- Capacity management must consider:
  - Current utilization.
  - Expected growth.
  - Business and operational requirements.
- Capacity must be monitored to identify trends and potential constraints.
- Capacity thresholds and alerts should be defined where technically feasible.
- Capacity-related risks must be addressed before service levels are impacted.
- Capacity planning must be reviewed periodically and when significant changes occur.

---</i>",6.12,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
