"﻿""Chapter ID (Mandatory", for example 1, 2," Etc)""",Chapter Title (Mandatory),Chapter Description (Optional),"Question ID (Mandatory and Unique, for example: 1.1, 1.2, Etc)",Question Title (Mandatory),Question Description (Optional),"Answer Type (Mandatory, one of the following options: 1 for Open Answer, 2 for Dropdown - Single Select, 3 for Dropdown - Single Select - Open answer, 4 for Date, 5 for Dropdown - Multiple Select, 6 for Dropdown - Multiple Select - Open answer)","Dropdown Options (Mandatory if column G is Dropdown. List options for the dropdown separated by a pipe character, for example: Yes|No|Undefined)","DropDown Warnings (Optional, for every option on column H you can define a message, for example: Great|Oh|Think twice)","Dropdown Scoring (Mandatory, set this to 1 if you want to enable scoring for this question. Otherwise set to 0)","Dropdown Option Score (Mandatory if J is set to 1, set the score of the question as an integer positive number, for example 10)","Dropdown Option Score Multiplier (Mandatory if J is set to 1. For every option of the dropdown in column H define an integer positive number that will be multiplied by the value on column K, for example: 1|2|10)","Dropdown Option Show another Question (Optional and only possible if column G is dropdown.For every option in column H you can define one or more question IDs from column D to be shown when the option is selected. For example: 1.2 1.6||6.7 would display questions 1.2 and 1.6 if the first option is selected, none if the second is selected and 6.7 if the third option is selected)","Question Comments & Attachments (Mandatory, select 0 if you do not want to show this option or 1 if you want to let users provide comments and attachments for each question)"
5,Standard - Incident Identification and Reporting,"<i>- Information security events and incidents must be identified and reported as soon as they are detected or suspected.
- Reporting channels must be clearly defined and communicated.
- Incidents and concerns may include, but are not limited to:
  - Malware alerts
  - Suspicious or failed authentication activity
  - Unauthorized access or data disclosure
  - Loss or theft of devices
  - System compromise or abnormal behavior
  - Policy violations with security impact</i>",5.28,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
5,Standard - Incident Identification and Reporting,"<i>- Information security events and incidents must be identified and reported as soon as they are detected or suspected.
- Reporting channels must be clearly defined and communicated.
- Incidents and concerns may include, but are not limited to:
  - Malware alerts
  - Suspicious or failed authentication activity
  - Unauthorized access or data disclosure
  - Loss or theft of devices
  - System compromise or abnormal behavior
  - Policy violations with security impact</i>",5.29,Does this requirement reflect your company current practice: Incidents and concerns may include system compromise or abnormal behavior?,,2,Yes|No|Somewhat|Not applicable,,0,,,5.30 5.31|5.32|5.32|5.32,1
5,Standard - Incident Identification and Reporting,"<i>- Information security events and incidents must be identified and reported as soon as they are detected or suspected.
- Reporting channels must be clearly defined and communicated.
- Incidents and concerns may include, but are not limited to:
  - Malware alerts
  - Suspicious or failed authentication activity
  - Unauthorized access or data disclosure
  - Loss or theft of devices
  - System compromise or abnormal behavior
  - Policy violations with security impact</i>",5.30,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
5,Standard - Incident Identification and Reporting,"<i>- Information security events and incidents must be identified and reported as soon as they are detected or suspected.
- Reporting channels must be clearly defined and communicated.
- Incidents and concerns may include, but are not limited to:
  - Malware alerts
  - Suspicious or failed authentication activity
  - Unauthorized access or data disclosure
  - Loss or theft of devices
  - System compromise or abnormal behavior
  - Policy violations with security impact</i>",5.31,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Incident Identification and Reporting,"<i>- Information security events and incidents must be identified and reported as soon as they are detected or suspected.
- Reporting channels must be clearly defined and communicated.
- Incidents and concerns may include, but are not limited to:
  - Malware alerts
  - Suspicious or failed authentication activity
  - Unauthorized access or data disclosure
  - Loss or theft of devices
  - System compromise or abnormal behavior
  - Policy violations with security impact</i>",5.32,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
5,Standard - Incident Identification and Reporting,"<i>- Information security events and incidents must be identified and reported as soon as they are detected or suspected.
- Reporting channels must be clearly defined and communicated.
- Incidents and concerns may include, but are not limited to:
  - Malware alerts
  - Suspicious or failed authentication activity
  - Unauthorized access or data disclosure
  - Loss or theft of devices
  - System compromise or abnormal behavior
  - Policy violations with security impact</i>",5.33,Does this requirement reflect your company current practice: Incidents and concerns may include policy violations with security impact?,,2,Yes|No|Somewhat|Not applicable,,0,,,5.34 5.35|5.36|5.36|5.36,1
5,Standard - Incident Identification and Reporting,"<i>- Information security events and incidents must be identified and reported as soon as they are detected or suspected.
- Reporting channels must be clearly defined and communicated.
- Incidents and concerns may include, but are not limited to:
  - Malware alerts
  - Suspicious or failed authentication activity
  - Unauthorized access or data disclosure
  - Loss or theft of devices
  - System compromise or abnormal behavior
  - Policy violations with security impact</i>",5.34,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Risk register|Risk assessment report|Treatment plan|Management approval records|Screenshots|System exports|Other,,0,,,,1
5,Standard - Incident Identification and Reporting,"<i>- Information security events and incidents must be identified and reported as soon as they are detected or suspected.
- Reporting channels must be clearly defined and communicated.
- Incidents and concerns may include, but are not limited to:
  - Malware alerts
  - Suspicious or failed authentication activity
  - Unauthorized access or data disclosure
  - Loss or theft of devices
  - System compromise or abnormal behavior
  - Policy violations with security impact</i>",5.35,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Incident Identification and Reporting,"<i>- Information security events and incidents must be identified and reported as soon as they are detected or suspected.
- Reporting channels must be clearly defined and communicated.
- Incidents and concerns may include, but are not limited to:
  - Malware alerts
  - Suspicious or failed authentication activity
  - Unauthorized access or data disclosure
  - Loss or theft of devices
  - System compromise or abnormal behavior
  - Policy violations with security impact</i>",5.36,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
6,Standard - Whistleblowing and Anonymous Reporting,"<i>- The organization must provide a mechanism for confidential or anonymous reporting of security concerns.
- Personnel may report suspected incidents, policy violations, or unethical behavior without identifying themselves.
- An anonymous reporting channel must be maintained (e.g. anonymous_incident@company.com).
- Reports submitted through anonymous channels must be reviewed and handled with the same level of seriousness as identified reports.
- Retaliation against individuals who report concerns in good faith is prohibited.</i>",6.1,Does this requirement reflect your company current practice: The organization must provide a mechanism for confidential or anonymous reporting of security concerns.,,2,Yes|No|Somewhat|Not applicable,,0,,,6.2 6.3|6.4|6.4|6.4,1
6,Standard - Whistleblowing and Anonymous Reporting,"<i>- The organization must provide a mechanism for confidential or anonymous reporting of security concerns.
- Personnel may report suspected incidents, policy violations, or unethical behavior without identifying themselves.
- An anonymous reporting channel must be maintained (e.g. anonymous_incident@company.com).
- Reports submitted through anonymous channels must be reviewed and handled with the same level of seriousness as identified reports.
- Retaliation against individuals who report concerns in good faith is prohibited.</i>",6.2,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Incident tickets|Incident register|Post-incident review|Notification records|Screenshots|System exports|Other,,0,,,,1
6,Standard - Whistleblowing and Anonymous Reporting,"<i>- The organization must provide a mechanism for confidential or anonymous reporting of security concerns.
- Personnel may report suspected incidents, policy violations, or unethical behavior without identifying themselves.
- An anonymous reporting channel must be maintained (e.g. anonymous_incident@company.com).
- Reports submitted through anonymous channels must be reviewed and handled with the same level of seriousness as identified reports.
- Retaliation against individuals who report concerns in good faith is prohibited.</i>",6.3,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
6,Standard - Whistleblowing and Anonymous Reporting,"<i>- The organization must provide a mechanism for confidential or anonymous reporting of security concerns.
- Personnel may report suspected incidents, policy violations, or unethical behavior without identifying themselves.
- An anonymous reporting channel must be maintained (e.g. anonymous_incident@company.com).
- Reports submitted through anonymous channels must be reviewed and handled with the same level of seriousness as identified reports.
- Retaliation against individuals who report concerns in good faith is prohibited.</i>",6.4,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
6,Standard - Whistleblowing and Anonymous Reporting,"<i>- The organization must provide a mechanism for confidential or anonymous reporting of security concerns.
- Personnel may report suspected incidents, policy violations, or unethical behavior without identifying themselves.
- An anonymous reporting channel must be maintained (e.g. anonymous_incident@company.com).
- Reports submitted through anonymous channels must be reviewed and handled with the same level of seriousness as identified reports.
- Retaliation against individuals who report concerns in good faith is prohibited.</i>",6.5,"Does this requirement reflect your company current practice: Personnel may report suspected incidents, policy violations, or unethical behavior without identifying themselves.",,2,Yes|No|Somewhat|Not applicable,,0,,,6.6 6.7|6.8|6.8|6.8,1
6,Standard - Whistleblowing and Anonymous Reporting,"<i>- The organization must provide a mechanism for confidential or anonymous reporting of security concerns.
- Personnel may report suspected incidents, policy violations, or unethical behavior without identifying themselves.
- An anonymous reporting channel must be maintained (e.g. anonymous_incident@company.com).
- Reports submitted through anonymous channels must be reviewed and handled with the same level of seriousness as identified reports.
- Retaliation against individuals who report concerns in good faith is prohibited.</i>",6.6,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Incident tickets|Incident register|Post-incident review|Notification records|Screenshots|System exports|Other,,0,,,,1
6,Standard - Whistleblowing and Anonymous Reporting,"<i>- The organization must provide a mechanism for confidential or anonymous reporting of security concerns.
- Personnel may report suspected incidents, policy violations, or unethical behavior without identifying themselves.
- An anonymous reporting channel must be maintained (e.g. anonymous_incident@company.com).
- Reports submitted through anonymous channels must be reviewed and handled with the same level of seriousness as identified reports.
- Retaliation against individuals who report concerns in good faith is prohibited.</i>",6.7,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
6,Standard - Whistleblowing and Anonymous Reporting,"<i>- The organization must provide a mechanism for confidential or anonymous reporting of security concerns.
- Personnel may report suspected incidents, policy violations, or unethical behavior without identifying themselves.
- An anonymous reporting channel must be maintained (e.g. anonymous_incident@company.com).
- Reports submitted through anonymous channels must be reviewed and handled with the same level of seriousness as identified reports.
- Retaliation against individuals who report concerns in good faith is prohibited.</i>",6.8,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
6,Standard - Whistleblowing and Anonymous Reporting,"<i>- The organization must provide a mechanism for confidential or anonymous reporting of security concerns.
- Personnel may report suspected incidents, policy violations, or unethical behavior without identifying themselves.
- An anonymous reporting channel must be maintained (e.g. anonymous_incident@company.com).
- Reports submitted through anonymous channels must be reviewed and handled with the same level of seriousness as identified reports.
- Retaliation against individuals who report concerns in good faith is prohibited.</i>",6.9,Does this requirement reflect your company current practice: An anonymous reporting channel must be maintained (e.g. anonymous_incident@company.com).,,2,Yes|No|Somewhat|Not applicable,,0,,,6.10 6.11|6.12|6.12|6.12,1
6,Standard - Whistleblowing and Anonymous Reporting,"<i>- The organization must provide a mechanism for confidential or anonymous reporting of security concerns.
- Personnel may report suspected incidents, policy violations, or unethical behavior without identifying themselves.
- An anonymous reporting channel must be maintained (e.g. anonymous_incident@company.com).
- Reports submitted through anonymous channels must be reviewed and handled with the same level of seriousness as identified reports.
- Retaliation against individuals who report concerns in good faith is prohibited.</i>",6.10,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Incident tickets|Incident register|Post-incident review|Notification records|Screenshots|System exports|Other,,0,,,,1
6,Standard - Whistleblowing and Anonymous Reporting,"<i>- The organization must provide a mechanism for confidential or anonymous reporting of security concerns.
- Personnel may report suspected incidents, policy violations, or unethical behavior without identifying themselves.
- An anonymous reporting channel must be maintained (e.g. anonymous_incident@company.com).
- Reports submitted through anonymous channels must be reviewed and handled with the same level of seriousness as identified reports.
- Retaliation against individuals who report concerns in good faith is prohibited.</i>",6.11,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
6,Standard - Whistleblowing and Anonymous Reporting,"<i>- The organization must provide a mechanism for confidential or anonymous reporting of security concerns.
- Personnel may report suspected incidents, policy violations, or unethical behavior without identifying themselves.
- An anonymous reporting channel must be maintained (e.g. anonymous_incident@company.com).
- Reports submitted through anonymous channels must be reviewed and handled with the same level of seriousness as identified reports.
- Retaliation against individuals who report concerns in good faith is prohibited.</i>",6.12,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
6,Standard - Whistleblowing and Anonymous Reporting,"<i>- The organization must provide a mechanism for confidential or anonymous reporting of security concerns.
- Personnel may report suspected incidents, policy violations, or unethical behavior without identifying themselves.
- An anonymous reporting channel must be maintained (e.g. anonymous_incident@company.com).
- Reports submitted through anonymous channels must be reviewed and handled with the same level of seriousness as identified reports.
- Retaliation against individuals who report concerns in good faith is prohibited.</i>",6.13,Does this requirement reflect your company current practice: Reports submitted through anonymous channels must be reviewed and handled with the same level of seriousness as identified reports.,,2,Yes|No|Somewhat|Not applicable,,0,,,6.14 6.15|6.16|6.16|6.16,1
6,Standard - Whistleblowing and Anonymous Reporting,"<i>- The organization must provide a mechanism for confidential or anonymous reporting of security concerns.
- Personnel may report suspected incidents, policy violations, or unethical behavior without identifying themselves.
- An anonymous reporting channel must be maintained (e.g. anonymous_incident@company.com).
- Reports submitted through anonymous channels must be reviewed and handled with the same level of seriousness as identified reports.
- Retaliation against individuals who report concerns in good faith is prohibited.</i>",6.14,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Incident tickets|Incident register|Post-incident review|Notification records|Screenshots|System exports|Other,,0,,,,1
6,Standard - Whistleblowing and Anonymous Reporting,"<i>- The organization must provide a mechanism for confidential or anonymous reporting of security concerns.
- Personnel may report suspected incidents, policy violations, or unethical behavior without identifying themselves.
- An anonymous reporting channel must be maintained (e.g. anonymous_incident@company.com).
- Reports submitted through anonymous channels must be reviewed and handled with the same level of seriousness as identified reports.
- Retaliation against individuals who report concerns in good faith is prohibited.</i>",6.15,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
6,Standard - Whistleblowing and Anonymous Reporting,"<i>- The organization must provide a mechanism for confidential or anonymous reporting of security concerns.
- Personnel may report suspected incidents, policy violations, or unethical behavior without identifying themselves.
- An anonymous reporting channel must be maintained (e.g. anonymous_incident@company.com).
- Reports submitted through anonymous channels must be reviewed and handled with the same level of seriousness as identified reports.
- Retaliation against individuals who report concerns in good faith is prohibited.</i>",6.16,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
6,Standard - Whistleblowing and Anonymous Reporting,"<i>- The organization must provide a mechanism for confidential or anonymous reporting of security concerns.
- Personnel may report suspected incidents, policy violations, or unethical behavior without identifying themselves.
- An anonymous reporting channel must be maintained (e.g. anonymous_incident@company.com).
- Reports submitted through anonymous channels must be reviewed and handled with the same level of seriousness as identified reports.
- Retaliation against individuals who report concerns in good faith is prohibited.</i>",6.17,Does this requirement reflect your company current practice: Retaliation against individuals who report concerns in good faith is prohibited.,,2,Yes|No|Somewhat|Not applicable,,0,,,6.18 6.19|6.20|6.20|6.20,1
6,Standard - Whistleblowing and Anonymous Reporting,"<i>- The organization must provide a mechanism for confidential or anonymous reporting of security concerns.
- Personnel may report suspected incidents, policy violations, or unethical behavior without identifying themselves.
- An anonymous reporting channel must be maintained (e.g. anonymous_incident@company.com).
- Reports submitted through anonymous channels must be reviewed and handled with the same level of seriousness as identified reports.
- Retaliation against individuals who report concerns in good faith is prohibited.</i>",6.18,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Incident tickets|Incident register|Post-incident review|Notification records|Screenshots|System exports|Other,,0,,,,1
6,Standard - Whistleblowing and Anonymous Reporting,"<i>- The organization must provide a mechanism for confidential or anonymous reporting of security concerns.
- Personnel may report suspected incidents, policy violations, or unethical behavior without identifying themselves.
- An anonymous reporting channel must be maintained (e.g. anonymous_incident@company.com).
- Reports submitted through anonymous channels must be reviewed and handled with the same level of seriousness as identified reports.
- Retaliation against individuals who report concerns in good faith is prohibited.</i>",6.19,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
6,Standard - Whistleblowing and Anonymous Reporting,"<i>- The organization must provide a mechanism for confidential or anonymous reporting of security concerns.
- Personnel may report suspected incidents, policy violations, or unethical behavior without identifying themselves.
- An anonymous reporting channel must be maintained (e.g. anonymous_incident@company.com).
- Reports submitted through anonymous channels must be reviewed and handled with the same level of seriousness as identified reports.
- Retaliation against individuals who report concerns in good faith is prohibited.</i>",6.20,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
7,Standard - Incident Classification and Prioritization,"<i>- An information security event is any observable occurrence in a system, network, or service that may be relevant to security.
- An information security incident is one or more events that have been assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets.
- All reported events must be reviewed to determine whether they constitute an incident.
- Events that do not pose a security risk must be recorded and closed.
- Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.
- Incidents must be classified and prioritized based on potential and actual impact, including:
  - Impact on confidentiality, integrity, and availability
  - Scope of affected systems, data, or users
  - Legal, regulatory, or contractual implications
  - Potential financial, operational, and reputational cost to the organization
  - Urgency and likelihood of further impact</i>",7.1,"Does this requirement reflect your company current practice: An information security event is any observable occurrence in a system, network, or service that may be relevant to security.",,2,Yes|No|Somewhat|Not applicable,,0,,,7.2 7.3|7.4|7.4|7.4,1
7,Standard - Incident Classification and Prioritization,"<i>- An information security event is any observable occurrence in a system, network, or service that may be relevant to security.
- An information security incident is one or more events that have been assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets.
- All reported events must be reviewed to determine whether they constitute an incident.
- Events that do not pose a security risk must be recorded and closed.
- Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.
- Incidents must be classified and prioritized based on potential and actual impact, including:
  - Impact on confidentiality, integrity, and availability
  - Scope of affected systems, data, or users
  - Legal, regulatory, or contractual implications
  - Potential financial, operational, and reputational cost to the organization
  - Urgency and likelihood of further impact</i>",7.2,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|SIEM reports|Log exports|Monitoring alerts|Audit reports|Review meeting records|Network diagrams|Firewall rule export|VPN configuration|Change tickets|Screenshots|Other,,0,,,,1
7,Standard - Incident Classification and Prioritization,"<i>- An information security event is any observable occurrence in a system, network, or service that may be relevant to security.
- An information security incident is one or more events that have been assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets.
- All reported events must be reviewed to determine whether they constitute an incident.
- Events that do not pose a security risk must be recorded and closed.
- Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.
- Incidents must be classified and prioritized based on potential and actual impact, including:
  - Impact on confidentiality, integrity, and availability
  - Scope of affected systems, data, or users
  - Legal, regulatory, or contractual implications
  - Potential financial, operational, and reputational cost to the organization
  - Urgency and likelihood of further impact</i>",7.3,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
7,Standard - Incident Classification and Prioritization,"<i>- An information security event is any observable occurrence in a system, network, or service that may be relevant to security.
- An information security incident is one or more events that have been assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets.
- All reported events must be reviewed to determine whether they constitute an incident.
- Events that do not pose a security risk must be recorded and closed.
- Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.
- Incidents must be classified and prioritized based on potential and actual impact, including:
  - Impact on confidentiality, integrity, and availability
  - Scope of affected systems, data, or users
  - Legal, regulatory, or contractual implications
  - Potential financial, operational, and reputational cost to the organization
  - Urgency and likelihood of further impact</i>",7.4,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
7,Standard - Incident Classification and Prioritization,"<i>- An information security event is any observable occurrence in a system, network, or service that may be relevant to security.
- An information security incident is one or more events that have been assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets.
- All reported events must be reviewed to determine whether they constitute an incident.
- Events that do not pose a security risk must be recorded and closed.
- Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.
- Incidents must be classified and prioritized based on potential and actual impact, including:
  - Impact on confidentiality, integrity, and availability
  - Scope of affected systems, data, or users
  - Legal, regulatory, or contractual implications
  - Potential financial, operational, and reputational cost to the organization
  - Urgency and likelihood of further impact</i>",7.5,"Does this reflect current practice: an information security incident is one or more information security events assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets?",,2,Yes|No|Somewhat|Not applicable,,0,,,7.6 7.7|7.8|7.8|7.8,1
7,Standard - Incident Classification and Prioritization,"<i>- An information security event is any observable occurrence in a system, network, or service that may be relevant to security.
- An information security incident is one or more events that have been assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets.
- All reported events must be reviewed to determine whether they constitute an incident.
- Events that do not pose a security risk must be recorded and closed.
- Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.
- Incidents must be classified and prioritized based on potential and actual impact, including:
  - Impact on confidentiality, integrity, and availability
  - Scope of affected systems, data, or users
  - Legal, regulatory, or contractual implications
  - Potential financial, operational, and reputational cost to the organization
  - Urgency and likelihood of further impact</i>",7.6,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Asset inventory|MDM/endpoint management export|Software inventory|Return checklist|Service desk tickets|SIEM reports|Log exports|Monitoring alerts|Audit reports|Review meeting records|Other,,0,,,,1
7,Standard - Incident Classification and Prioritization,"<i>- An information security event is any observable occurrence in a system, network, or service that may be relevant to security.
- An information security incident is one or more events that have been assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets.
- All reported events must be reviewed to determine whether they constitute an incident.
- Events that do not pose a security risk must be recorded and closed.
- Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.
- Incidents must be classified and prioritized based on potential and actual impact, including:
  - Impact on confidentiality, integrity, and availability
  - Scope of affected systems, data, or users
  - Legal, regulatory, or contractual implications
  - Potential financial, operational, and reputational cost to the organization
  - Urgency and likelihood of further impact</i>",7.7,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
7,Standard - Incident Classification and Prioritization,"<i>- An information security event is any observable occurrence in a system, network, or service that may be relevant to security.
- An information security incident is one or more events that have been assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets.
- All reported events must be reviewed to determine whether they constitute an incident.
- Events that do not pose a security risk must be recorded and closed.
- Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.
- Incidents must be classified and prioritized based on potential and actual impact, including:
  - Impact on confidentiality, integrity, and availability
  - Scope of affected systems, data, or users
  - Legal, regulatory, or contractual implications
  - Potential financial, operational, and reputational cost to the organization
  - Urgency and likelihood of further impact</i>",7.8,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
7,Standard - Incident Classification and Prioritization,"<i>- An information security event is any observable occurrence in a system, network, or service that may be relevant to security.
- An information security incident is one or more events that have been assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets.
- All reported events must be reviewed to determine whether they constitute an incident.
- Events that do not pose a security risk must be recorded and closed.
- Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.
- Incidents must be classified and prioritized based on potential and actual impact, including:
  - Impact on confidentiality, integrity, and availability
  - Scope of affected systems, data, or users
  - Legal, regulatory, or contractual implications
  - Potential financial, operational, and reputational cost to the organization
  - Urgency and likelihood of further impact</i>",7.9,Does this requirement reflect your company current practice: All reported events must be reviewed to determine whether they constitute an incident.,,2,Yes|No|Somewhat|Not applicable,,0,,,7.10 7.11|7.12|7.12|7.12,1
7,Standard - Incident Classification and Prioritization,"<i>- An information security event is any observable occurrence in a system, network, or service that may be relevant to security.
- An information security incident is one or more events that have been assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets.
- All reported events must be reviewed to determine whether they constitute an incident.
- Events that do not pose a security risk must be recorded and closed.
- Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.
- Incidents must be classified and prioritized based on potential and actual impact, including:
  - Impact on confidentiality, integrity, and availability
  - Scope of affected systems, data, or users
  - Legal, regulatory, or contractual implications
  - Potential financial, operational, and reputational cost to the organization
  - Urgency and likelihood of further impact</i>",7.10,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|SIEM reports|Log exports|Monitoring alerts|Audit reports|Review meeting records|Incident tickets|Incident register|Post-incident review|Notification records|Screenshots|Other,,0,,,,1
7,Standard - Incident Classification and Prioritization,"<i>- An information security event is any observable occurrence in a system, network, or service that may be relevant to security.
- An information security incident is one or more events that have been assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets.
- All reported events must be reviewed to determine whether they constitute an incident.
- Events that do not pose a security risk must be recorded and closed.
- Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.
- Incidents must be classified and prioritized based on potential and actual impact, including:
  - Impact on confidentiality, integrity, and availability
  - Scope of affected systems, data, or users
  - Legal, regulatory, or contractual implications
  - Potential financial, operational, and reputational cost to the organization
  - Urgency and likelihood of further impact</i>",7.11,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
7,Standard - Incident Classification and Prioritization,"<i>- An information security event is any observable occurrence in a system, network, or service that may be relevant to security.
- An information security incident is one or more events that have been assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets.
- All reported events must be reviewed to determine whether they constitute an incident.
- Events that do not pose a security risk must be recorded and closed.
- Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.
- Incidents must be classified and prioritized based on potential and actual impact, including:
  - Impact on confidentiality, integrity, and availability
  - Scope of affected systems, data, or users
  - Legal, regulatory, or contractual implications
  - Potential financial, operational, and reputational cost to the organization
  - Urgency and likelihood of further impact</i>",7.12,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
7,Standard - Incident Classification and Prioritization,"<i>- An information security event is any observable occurrence in a system, network, or service that may be relevant to security.
- An information security incident is one or more events that have been assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets.
- All reported events must be reviewed to determine whether they constitute an incident.
- Events that do not pose a security risk must be recorded and closed.
- Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.
- Incidents must be classified and prioritized based on potential and actual impact, including:
  - Impact on confidentiality, integrity, and availability
  - Scope of affected systems, data, or users
  - Legal, regulatory, or contractual implications
  - Potential financial, operational, and reputational cost to the organization
  - Urgency and likelihood of further impact</i>",7.13,Does this requirement reflect your company current practice: Events that do not pose a security risk must be recorded and closed.,,2,Yes|No|Somewhat|Not applicable,,0,,,7.14 7.15|7.16|7.16|7.16,1
