"Chapter ID (Mandatory, for example 1, 2, Etc)",Chapter Title (Mandatory),Chapter Description (Optional),"Question ID (Mandatory and Unique, for example: 1.1, 1.2, Etc)",Question Title (Mandatory),Question Description (Optional),"Answer Type (Mandatory, one of the following options: 1 for Open Answer, 2 for Dropdown - Single Select, 3 for Dropdown - Single Select - Open answer, 4 for Date, 5 for Dropdown - Multiple Select, 6 for Dropdown - Multiple Select - Open answer)","Dropdown Options (Mandatory if column G is Dropdown. List options for the dropdown separated by a pipe character, for example: Yes|No|Undefined)","DropDown Warnings (Optional, for every option on column H you can define a message, for example: Great|Oh|Think twice)","Dropdown Scoring (Mandatory, set this to 1 if you want to enable scoring for this question. Otherwise set to 0)","Dropdown Option Score (Mandatory if J is set to 1, set the score of the question as an integer positive number, for example 10)","Dropdown Option Score Multiplier (Mandatory if J is set to 1. For every option of the dropdown in column H define an integer positive number that will be multiplied by the value on column K, for example: 1|2|10)","Dropdown Option Show another Question (Optional and only possible if column G is dropdown.For every option in column H you can define one or more question IDs from column D to be shown when the option is selected. For example: 1.2 1.6||6.7 would display questions 1.2 and 1.6 if the first option is selected, none if the second is selected and 6.7 if the third option is selected)","Question Comments & Attachments (Mandatory, select 0 if you do not want to show this option or 1 if you want to let users provide comments and attachments for each question)"
8,Standard - Patching and Vulnerability Management,"<i>- Application patching, updates, and vulnerability remediation must be performed in accordance with the Patching & Vulnerability Management Policy.
- Exceptions or delays must follow the processes defined in that policy.</i>",8.1,"Does this requirement reflect your company current practice: Application patching, updates, and vulnerability remediation must be performed in accordance with the Patching & Vulnerability Management Policy.",,2,Yes|No|Somewhat|Not applicable,,0,,,8.2 8.3|8.4|8.4|8.4,1
8,Standard - Patching and Vulnerability Management,"<i>- Application patching, updates, and vulnerability remediation must be performed in accordance with the Patching & Vulnerability Management Policy.
- Exceptions or delays must follow the processes defined in that policy.</i>",8.2,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Vulnerability scan report|Patch report|Remediation tickets|Exception records|Screenshots|System exports|Other,,0,,,,1
8,Standard - Patching and Vulnerability Management,"<i>- Application patching, updates, and vulnerability remediation must be performed in accordance with the Patching & Vulnerability Management Policy.
- Exceptions or delays must follow the processes defined in that policy.</i>",8.3,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
8,Standard - Patching and Vulnerability Management,"<i>- Application patching, updates, and vulnerability remediation must be performed in accordance with the Patching & Vulnerability Management Policy.
- Exceptions or delays must follow the processes defined in that policy.</i>",8.4,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
8,Standard - Patching and Vulnerability Management,"<i>- Application patching, updates, and vulnerability remediation must be performed in accordance with the Patching & Vulnerability Management Policy.
- Exceptions or delays must follow the processes defined in that policy.</i>",8.5,Does this requirement reflect your company current practice: Exceptions or delays must follow the processes defined in that policy.,,2,Yes|No|Somewhat|Not applicable,,0,,,8.6 8.7|8.8|8.8|8.8,1
8,Standard - Patching and Vulnerability Management,"<i>- Application patching, updates, and vulnerability remediation must be performed in accordance with the Patching & Vulnerability Management Policy.
- Exceptions or delays must follow the processes defined in that policy.</i>",8.6,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
8,Standard - Patching and Vulnerability Management,"<i>- Application patching, updates, and vulnerability remediation must be performed in accordance with the Patching & Vulnerability Management Policy.
- Exceptions or delays must follow the processes defined in that policy.</i>",8.7,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
8,Standard - Patching and Vulnerability Management,"<i>- Application patching, updates, and vulnerability remediation must be performed in accordance with the Patching & Vulnerability Management Policy.
- Exceptions or delays must follow the processes defined in that policy.</i>",8.8,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
9,Standard - Logging and Monitoring,"<i>- Application logging and monitoring must be implemented in accordance with the Logging & Monitoring Policy.
- Applications must generate security-relevant and operational logs where technically feasible.</i>",9.1,Does this requirement reflect your company current practice: Application logging and monitoring must be implemented in accordance with the Logging & Monitoring Policy.,,2,Yes|No|Somewhat|Not applicable,,0,,,9.2 9.3|9.4|9.4|9.4,1
9,Standard - Logging and Monitoring,"<i>- Application logging and monitoring must be implemented in accordance with the Logging & Monitoring Policy.
- Applications must generate security-relevant and operational logs where technically feasible.</i>",9.2,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|SIEM reports|Log exports|Monitoring alerts|Audit reports|Review meeting records|Screenshots|System exports|Other,,0,,,,1
9,Standard - Logging and Monitoring,"<i>- Application logging and monitoring must be implemented in accordance with the Logging & Monitoring Policy.
- Applications must generate security-relevant and operational logs where technically feasible.</i>",9.3,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
9,Standard - Logging and Monitoring,"<i>- Application logging and monitoring must be implemented in accordance with the Logging & Monitoring Policy.
- Applications must generate security-relevant and operational logs where technically feasible.</i>",9.4,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
9,Standard - Logging and Monitoring,"<i>- Application logging and monitoring must be implemented in accordance with the Logging & Monitoring Policy.
- Applications must generate security-relevant and operational logs where technically feasible.</i>",9.5,Does this requirement reflect your company current practice: Applications must generate security-relevant and operational logs where technically feasible.,,2,Yes|No|Somewhat|Not applicable,,0,,,9.6 9.7|9.8|9.8|9.8,1
9,Standard - Logging and Monitoring,"<i>- Application logging and monitoring must be implemented in accordance with the Logging & Monitoring Policy.
- Applications must generate security-relevant and operational logs where technically feasible.</i>",9.6,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|SIEM reports|Log exports|Monitoring alerts|Audit reports|Review meeting records|Screenshots|System exports|Other,,0,,,,1
9,Standard - Logging and Monitoring,"<i>- Application logging and monitoring must be implemented in accordance with the Logging & Monitoring Policy.
- Applications must generate security-relevant and operational logs where technically feasible.</i>",9.7,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
9,Standard - Logging and Monitoring,"<i>- Application logging and monitoring must be implemented in accordance with the Logging & Monitoring Policy.
- Applications must generate security-relevant and operational logs where technically feasible.</i>",9.8,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
10,Standard - Application Backup (System-Level),"<i>- Applications must be backed up at least weekly to support recovery of the application system.
- Application backups must include configuration, binaries, and system components required to restore the application.
- Application backups must be retained for a minimum of 30 days.
- Application backup encryption and protection must follow the Backup & Recovery Policy and Cryptography Policy.
- These requirements apply to the application system itself and do not replace data backup requirements defined elsewhere.</i>",10.1,Does this requirement reflect your company current practice: Applications must be backed up at least weekly to support recovery of the application system.,,2,Yes|No|Somewhat|Not applicable,,0,,,10.2 10.3|10.4|10.4|10.4,1
10,Standard - Application Backup (System-Level),"<i>- Applications must be backed up at least weekly to support recovery of the application system.
- Application backups must include configuration, binaries, and system components required to restore the application.
- Application backups must be retained for a minimum of 30 days.
- Application backup encryption and protection must follow the Backup & Recovery Policy and Cryptography Policy.
- These requirements apply to the application system itself and do not replace data backup requirements defined elsewhere.</i>",10.2,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Backup job reports|Restore test records|Retention configuration|Recovery runbooks|Screenshots|System exports|Other,,0,,,,1
10,Standard - Application Backup (System-Level),"<i>- Applications must be backed up at least weekly to support recovery of the application system.
- Application backups must include configuration, binaries, and system components required to restore the application.
- Application backups must be retained for a minimum of 30 days.
- Application backup encryption and protection must follow the Backup & Recovery Policy and Cryptography Policy.
- These requirements apply to the application system itself and do not replace data backup requirements defined elsewhere.</i>",10.3,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
10,Standard - Application Backup (System-Level),"<i>- Applications must be backed up at least weekly to support recovery of the application system.
- Application backups must include configuration, binaries, and system components required to restore the application.
- Application backups must be retained for a minimum of 30 days.
- Application backup encryption and protection must follow the Backup & Recovery Policy and Cryptography Policy.
- These requirements apply to the application system itself and do not replace data backup requirements defined elsewhere.</i>",10.4,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
10,Standard - Application Backup (System-Level),"<i>- Applications must be backed up at least weekly to support recovery of the application system.
- Application backups must include configuration, binaries, and system components required to restore the application.
- Application backups must be retained for a minimum of 30 days.
- Application backup encryption and protection must follow the Backup & Recovery Policy and Cryptography Policy.
- These requirements apply to the application system itself and do not replace data backup requirements defined elsewhere.</i>",10.5,"Does this requirement reflect your company current practice: Application backups must include configuration, binaries, and system components required to restore the application.",,2,Yes|No|Somewhat|Not applicable,,0,,,10.6 10.7|10.8|10.8|10.8,1
10,Standard - Application Backup (System-Level),"<i>- Applications must be backed up at least weekly to support recovery of the application system.
- Application backups must include configuration, binaries, and system components required to restore the application.
- Application backups must be retained for a minimum of 30 days.
- Application backup encryption and protection must follow the Backup & Recovery Policy and Cryptography Policy.
- These requirements apply to the application system itself and do not replace data backup requirements defined elsewhere.</i>",10.6,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Backup job reports|Restore test records|Retention configuration|Recovery runbooks|Screenshots|System exports|Other,,0,,,,1
10,Standard - Application Backup (System-Level),"<i>- Applications must be backed up at least weekly to support recovery of the application system.
- Application backups must include configuration, binaries, and system components required to restore the application.
- Application backups must be retained for a minimum of 30 days.
- Application backup encryption and protection must follow the Backup & Recovery Policy and Cryptography Policy.
- These requirements apply to the application system itself and do not replace data backup requirements defined elsewhere.</i>",10.7,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
10,Standard - Application Backup (System-Level),"<i>- Applications must be backed up at least weekly to support recovery of the application system.
- Application backups must include configuration, binaries, and system components required to restore the application.
- Application backups must be retained for a minimum of 30 days.
- Application backup encryption and protection must follow the Backup & Recovery Policy and Cryptography Policy.
- These requirements apply to the application system itself and do not replace data backup requirements defined elsewhere.</i>",10.8,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
10,Standard - Application Backup (System-Level),"<i>- Applications must be backed up at least weekly to support recovery of the application system.
- Application backups must include configuration, binaries, and system components required to restore the application.
- Application backups must be retained for a minimum of 30 days.
- Application backup encryption and protection must follow the Backup & Recovery Policy and Cryptography Policy.
- These requirements apply to the application system itself and do not replace data backup requirements defined elsewhere.</i>",10.9,Does this requirement reflect your company current practice: Application backups must be retained for a minimum of 30 days.,,2,Yes|No|Somewhat|Not applicable,,0,,,10.10 10.11|10.12|10.12|10.12,1
10,Standard - Application Backup (System-Level),"<i>- Applications must be backed up at least weekly to support recovery of the application system.
- Application backups must include configuration, binaries, and system components required to restore the application.
- Application backups must be retained for a minimum of 30 days.
- Application backup encryption and protection must follow the Backup & Recovery Policy and Cryptography Policy.
- These requirements apply to the application system itself and do not replace data backup requirements defined elsewhere.</i>",10.10,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Backup job reports|Restore test records|Retention configuration|Recovery runbooks|Screenshots|System exports|Other,,0,,,,1
10,Standard - Application Backup (System-Level),"<i>- Applications must be backed up at least weekly to support recovery of the application system.
- Application backups must include configuration, binaries, and system components required to restore the application.
- Application backups must be retained for a minimum of 30 days.
- Application backup encryption and protection must follow the Backup & Recovery Policy and Cryptography Policy.
- These requirements apply to the application system itself and do not replace data backup requirements defined elsewhere.</i>",10.11,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
10,Standard - Application Backup (System-Level),"<i>- Applications must be backed up at least weekly to support recovery of the application system.
- Application backups must include configuration, binaries, and system components required to restore the application.
- Application backups must be retained for a minimum of 30 days.
- Application backup encryption and protection must follow the Backup & Recovery Policy and Cryptography Policy.
- These requirements apply to the application system itself and do not replace data backup requirements defined elsewhere.</i>",10.12,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
10,Standard - Application Backup (System-Level),"<i>- Applications must be backed up at least weekly to support recovery of the application system.
- Application backups must include configuration, binaries, and system components required to restore the application.
- Application backups must be retained for a minimum of 30 days.
- Application backup encryption and protection must follow the Backup & Recovery Policy and Cryptography Policy.
- These requirements apply to the application system itself and do not replace data backup requirements defined elsewhere.</i>",10.13,Does this requirement reflect your company current practice: Application backup encryption and protection must follow the Backup & Recovery Policy and Cryptography Policy.,,2,Yes|No|Somewhat|Not applicable,,0,,,10.14 10.15|10.16|10.16|10.16,1
10,Standard - Application Backup (System-Level),"<i>- Applications must be backed up at least weekly to support recovery of the application system.
- Application backups must include configuration, binaries, and system components required to restore the application.
- Application backups must be retained for a minimum of 30 days.
- Application backup encryption and protection must follow the Backup & Recovery Policy and Cryptography Policy.
- These requirements apply to the application system itself and do not replace data backup requirements defined elsewhere.</i>",10.14,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Backup job reports|Restore test records|Retention configuration|Recovery runbooks|Encryption configuration|Key management records|Certificate inventory|Secret management export|Screenshots|System exports|Other,,0,,,,1
10,Standard - Application Backup (System-Level),"<i>- Applications must be backed up at least weekly to support recovery of the application system.
- Application backups must include configuration, binaries, and system components required to restore the application.
- Application backups must be retained for a minimum of 30 days.
- Application backup encryption and protection must follow the Backup & Recovery Policy and Cryptography Policy.
- These requirements apply to the application system itself and do not replace data backup requirements defined elsewhere.</i>",10.15,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
10,Standard - Application Backup (System-Level),"<i>- Applications must be backed up at least weekly to support recovery of the application system.
- Application backups must include configuration, binaries, and system components required to restore the application.
- Application backups must be retained for a minimum of 30 days.
- Application backup encryption and protection must follow the Backup & Recovery Policy and Cryptography Policy.
- These requirements apply to the application system itself and do not replace data backup requirements defined elsewhere.</i>",10.16,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
10,Standard - Application Backup (System-Level),"<i>- Applications must be backed up at least weekly to support recovery of the application system.
- Application backups must include configuration, binaries, and system components required to restore the application.
- Application backups must be retained for a minimum of 30 days.
- Application backup encryption and protection must follow the Backup & Recovery Policy and Cryptography Policy.
- These requirements apply to the application system itself and do not replace data backup requirements defined elsewhere.</i>",10.17,Does this requirement reflect your company current practice: These requirements apply to the application system itself and do not replace data backup requirements defined elsewhere.,,2,Yes|No|Somewhat|Not applicable,,0,,,10.18 10.19|10.20|10.20|10.20,1
10,Standard - Application Backup (System-Level),"<i>- Applications must be backed up at least weekly to support recovery of the application system.
- Application backups must include configuration, binaries, and system components required to restore the application.
- Application backups must be retained for a minimum of 30 days.
- Application backup encryption and protection must follow the Backup & Recovery Policy and Cryptography Policy.
- These requirements apply to the application system itself and do not replace data backup requirements defined elsewhere.</i>",10.18,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Backup job reports|Restore test records|Retention configuration|Recovery runbooks|Screenshots|System exports|Other,,0,,,,1
10,Standard - Application Backup (System-Level),"<i>- Applications must be backed up at least weekly to support recovery of the application system.
- Application backups must include configuration, binaries, and system components required to restore the application.
- Application backups must be retained for a minimum of 30 days.
- Application backup encryption and protection must follow the Backup & Recovery Policy and Cryptography Policy.
- These requirements apply to the application system itself and do not replace data backup requirements defined elsewhere.</i>",10.19,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
10,Standard - Application Backup (System-Level),"<i>- Applications must be backed up at least weekly to support recovery of the application system.
- Application backups must include configuration, binaries, and system components required to restore the application.
- Application backups must be retained for a minimum of 30 days.
- Application backup encryption and protection must follow the Backup & Recovery Policy and Cryptography Policy.
- These requirements apply to the application system itself and do not replace data backup requirements defined elsewhere.</i>",10.20,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
11,Standard - Monitoring and Capacity,"<i>- Applications must be monitored to ensure availability and performance.
- Capacity and resource usage must be monitored to prevent service degradation.
- Alerts must be defined for abnormal behavior or resource exhaustion where supported.</i>",11.1,Does this requirement reflect your company current practice: Applications must be monitored to ensure availability and performance.,,2,Yes|No|Somewhat|Not applicable,,0,,,11.2 11.3|11.4|11.4|11.4,1
11,Standard - Monitoring and Capacity,"<i>- Applications must be monitored to ensure availability and performance.
- Capacity and resource usage must be monitored to prevent service degradation.
- Alerts must be defined for abnormal behavior or resource exhaustion where supported.</i>",11.2,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|SIEM reports|Log exports|Monitoring alerts|Audit reports|Review meeting records|Screenshots|System exports|Other,,0,,,,1
11,Standard - Monitoring and Capacity,"<i>- Applications must be monitored to ensure availability and performance.
- Capacity and resource usage must be monitored to prevent service degradation.
- Alerts must be defined for abnormal behavior or resource exhaustion where supported.</i>",11.3,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
11,Standard - Monitoring and Capacity,"<i>- Applications must be monitored to ensure availability and performance.
- Capacity and resource usage must be monitored to prevent service degradation.
- Alerts must be defined for abnormal behavior or resource exhaustion where supported.</i>",11.4,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
11,Standard - Monitoring and Capacity,"<i>- Applications must be monitored to ensure availability and performance.
- Capacity and resource usage must be monitored to prevent service degradation.
- Alerts must be defined for abnormal behavior or resource exhaustion where supported.</i>",11.5,Does this requirement reflect your company current practice: Capacity and resource usage must be monitored to prevent service degradation.,,2,Yes|No|Somewhat|Not applicable,,0,,,11.6 11.7|11.8|11.8|11.8,1
11,Standard - Monitoring and Capacity,"<i>- Applications must be monitored to ensure availability and performance.
- Capacity and resource usage must be monitored to prevent service degradation.
- Alerts must be defined for abnormal behavior or resource exhaustion where supported.</i>",11.6,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|SIEM reports|Log exports|Monitoring alerts|Audit reports|Review meeting records|Screenshots|System exports|Other,,0,,,,1
11,Standard - Monitoring and Capacity,"<i>- Applications must be monitored to ensure availability and performance.
- Capacity and resource usage must be monitored to prevent service degradation.
- Alerts must be defined for abnormal behavior or resource exhaustion where supported.</i>",11.7,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
11,Standard - Monitoring and Capacity,"<i>- Applications must be monitored to ensure availability and performance.
- Capacity and resource usage must be monitored to prevent service degradation.
- Alerts must be defined for abnormal behavior or resource exhaustion where supported.</i>",11.8,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
11,Standard - Monitoring and Capacity,"<i>- Applications must be monitored to ensure availability and performance.
- Capacity and resource usage must be monitored to prevent service degradation.
- Alerts must be defined for abnormal behavior or resource exhaustion where supported.</i>",11.9,Does this requirement reflect your company current practice: Alerts must be defined for abnormal behavior or resource exhaustion where supported.,,2,Yes|No|Somewhat|Not applicable,,0,,,11.10 11.11|11.12|11.12|11.12,1
11,Standard - Monitoring and Capacity,"<i>- Applications must be monitored to ensure availability and performance.
- Capacity and resource usage must be monitored to prevent service degradation.
- Alerts must be defined for abnormal behavior or resource exhaustion where supported.</i>",11.10,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
11,Standard - Monitoring and Capacity,"<i>- Applications must be monitored to ensure availability and performance.
- Capacity and resource usage must be monitored to prevent service degradation.
- Alerts must be defined for abnormal behavior or resource exhaustion where supported.</i>",11.11,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
11,Standard - Monitoring and Capacity,"<i>- Applications must be monitored to ensure availability and performance.
- Capacity and resource usage must be monitored to prevent service degradation.
- Alerts must be defined for abnormal behavior or resource exhaustion where supported.</i>",11.12,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
12,Standard - Decommissioning,"<i>- Applications must be formally decommissioned when no longer required.
- Access must be revoked prior to decommissioning.
- Application-related data must be handled in accordance with the Data Management Policy.
- Decommissioning activities must be documented.</i>",12.1,Does this requirement reflect your company current practice: Applications must be formally decommissioned when no longer required.,,2,Yes|No|Somewhat|Not applicable,,0,,,12.2 12.3|12.4|12.4|12.4,1
12,Standard - Decommissioning,"<i>- Applications must be formally decommissioned when no longer required.
- Access must be revoked prior to decommissioning.
- Application-related data must be handled in accordance with the Data Management Policy.
- Decommissioning activities must be documented.</i>",12.2,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
12,Standard - Decommissioning,"<i>- Applications must be formally decommissioned when no longer required.
- Access must be revoked prior to decommissioning.
- Application-related data must be handled in accordance with the Data Management Policy.
- Decommissioning activities must be documented.</i>",12.3,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
12,Standard - Decommissioning,"<i>- Applications must be formally decommissioned when no longer required.
- Access must be revoked prior to decommissioning.
- Application-related data must be handled in accordance with the Data Management Policy.
- Decommissioning activities must be documented.</i>",12.4,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
12,Standard - Decommissioning,"<i>- Applications must be formally decommissioned when no longer required.
- Access must be revoked prior to decommissioning.
- Application-related data must be handled in accordance with the Data Management Policy.
- Decommissioning activities must be documented.</i>",12.5,Does this requirement reflect your company current practice: Access must be revoked prior to decommissioning.,,2,Yes|No|Somewhat|Not applicable,,0,,,12.6 12.7|12.8|12.8|12.8,1
12,Standard - Decommissioning,"<i>- Applications must be formally decommissioned when no longer required.
- Access must be revoked prior to decommissioning.
- Application-related data must be handled in accordance with the Data Management Policy.
- Decommissioning activities must be documented.</i>",12.6,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|IAM export|Access review records|User account listing|Approval tickets|Authentication logs|MFA configuration screenshots|Password manager records|Screenshots|System exports|Other,,0,,,,1
12,Standard - Decommissioning,"<i>- Applications must be formally decommissioned when no longer required.
- Access must be revoked prior to decommissioning.
- Application-related data must be handled in accordance with the Data Management Policy.
- Decommissioning activities must be documented.</i>",12.7,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
12,Standard - Decommissioning,"<i>- Applications must be formally decommissioned when no longer required.
- Access must be revoked prior to decommissioning.
- Application-related data must be handled in accordance with the Data Management Policy.
- Decommissioning activities must be documented.</i>",12.8,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
12,Standard - Decommissioning,"<i>- Applications must be formally decommissioned when no longer required.
- Access must be revoked prior to decommissioning.
- Application-related data must be handled in accordance with the Data Management Policy.
- Decommissioning activities must be documented.</i>",12.9,Does this requirement reflect your company current practice: Application-related data must be handled in accordance with the Data Management Policy.,,2,Yes|No|Somewhat|Not applicable,,0,,,12.10 12.11|12.12|12.12|12.12,1
12,Standard - Decommissioning,"<i>- Applications must be formally decommissioned when no longer required.
- Access must be revoked prior to decommissioning.
- Application-related data must be handled in accordance with the Data Management Policy.
- Decommissioning activities must be documented.</i>",12.10,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
12,Standard - Decommissioning,"<i>- Applications must be formally decommissioned when no longer required.
- Access must be revoked prior to decommissioning.
- Application-related data must be handled in accordance with the Data Management Policy.
- Decommissioning activities must be documented.</i>",12.11,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
12,Standard - Decommissioning,"<i>- Applications must be formally decommissioned when no longer required.
- Access must be revoked prior to decommissioning.
- Application-related data must be handled in accordance with the Data Management Policy.
- Decommissioning activities must be documented.</i>",12.12,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
12,Standard - Decommissioning,"<i>- Applications must be formally decommissioned when no longer required.
- Access must be revoked prior to decommissioning.
- Application-related data must be handled in accordance with the Data Management Policy.
- Decommissioning activities must be documented.</i>",12.13,Does this requirement reflect your company current practice: Decommissioning activities must be documented.,,2,Yes|No|Somewhat|Not applicable,,0,,,12.14 12.15|12.16|12.16|12.16,1
12,Standard - Decommissioning,"<i>- Applications must be formally decommissioned when no longer required.
- Access must be revoked prior to decommissioning.
- Application-related data must be handled in accordance with the Data Management Policy.
- Decommissioning activities must be documented.</i>",12.14,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
12,Standard - Decommissioning,"<i>- Applications must be formally decommissioned when no longer required.
- Access must be revoked prior to decommissioning.
- Application-related data must be handled in accordance with the Data Management Policy.
- Decommissioning activities must be documented.</i>",12.15,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
12,Standard - Decommissioning,"<i>- Applications must be formally decommissioned when no longer required.
- Access must be revoked prior to decommissioning.
- Application-related data must be handled in accordance with the Data Management Policy.
- Decommissioning activities must be documented.</i>",12.16,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
13,Procedure - Application Onboarding Procedure,"<i>1. Business need and ownership are identified.
2. Licensing and policy requirements are validated.
3. Access, backup, logging, and configuration standards are applied.
4. Application is approved for use.</i>",13.1,Does this procedure reflect your actual process?,"1. Business need and ownership are identified.
2. Licensing and policy requirements are validated.
3. Access, backup, logging, and configuration standards are applied.
4. Application is approved for use.",2,Yes|No|Somewhat|Not applicable,,0,,,|13.2|13.2|13.2,1
13,Procedure - Application Onboarding Procedure,"<i>1. Business need and ownership are identified.
2. Licensing and policy requirements are validated.
3. Access, backup, logging, and configuration standards are applied.
4. Application is approved for use.</i>",13.2,Please provide corrections in step-by-step format.,,1,,,0,,,,1
14,Procedure - Application Decommissioning Procedure,"<i>1. Decommissioning is approved.
2. Access is revoked.
3. Application system backups are handled according to retention requirements.
4. Application is retired and documented.</i>",14.1,Does this procedure reflect your actual process?,"1. Decommissioning is approved.
2. Access is revoked.
3. Application system backups are handled according to retention requirements.
4. Application is retired and documented.",2,Yes|No|Somewhat|Not applicable,,0,,,|14.2|14.2|14.2,1
14,Procedure - Application Decommissioning Procedure,"<i>1. Decommissioning is approved.
2. Access is revoked.
3. Application system backups are handled according to retention requirements.
4. Application is retired and documented.</i>",14.2,Please provide corrections in step-by-step format.,,1,,,0,,,,1
