"﻿""Chapter ID (Mandatory", for example 1, 2," Etc)""",Chapter Title (Mandatory),Chapter Description (Optional),"Question ID (Mandatory and Unique, for example: 1.1, 1.2, Etc)",Question Title (Mandatory),Question Description (Optional),"Answer Type (Mandatory, one of the following options: 1 for Open Answer, 2 for Dropdown - Single Select, 3 for Dropdown - Single Select - Open answer, 4 for Date, 5 for Dropdown - Multiple Select, 6 for Dropdown - Multiple Select - Open answer)","Dropdown Options (Mandatory if column G is Dropdown. List options for the dropdown separated by a pipe character, for example: Yes|No|Undefined)","DropDown Warnings (Optional, for every option on column H you can define a message, for example: Great|Oh|Think twice)","Dropdown Scoring (Mandatory, set this to 1 if you want to enable scoring for this question. Otherwise set to 0)","Dropdown Option Score (Mandatory if J is set to 1, set the score of the question as an integer positive number, for example 10)","Dropdown Option Score Multiplier (Mandatory if J is set to 1. For every option of the dropdown in column H define an integer positive number that will be multiplied by the value on column K, for example: 1|2|10)","Dropdown Option Show another Question (Optional and only possible if column G is dropdown.For every option in column H you can define one or more question IDs from column D to be shown when the option is selected. For example: 1.2 1.6||6.7 would display questions 1.2 and 1.6 if the first option is selected, none if the second is selected and 6.7 if the third option is selected)","Question Comments & Attachments (Mandatory, select 0 if you do not want to show this option or 1 if you want to let users provide comments and attachments for each question)"
1,Respondent Information,,1.1,"Who is responding to this questionnaire? Please provide your name, team, and role within that team.",,1,,,0,,,,1
6,Standard - Prohibited Use,"<i>- Unauthorized access to systems, data, or networks.
- Circumventing or disabling security controls.
- Installing unauthorized software or hardware.
- Using assets for illegal activities or activities that violate organizational policies.
- Accessing, creating, or distributing offensive, inappropriate, or unlawful content.
- Using organizational assets to intentionally disrupt operations or security.</i>",6.20,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
6,Standard - Prohibited Use,"<i>- Unauthorized access to systems, data, or networks.
- Circumventing or disabling security controls.
- Installing unauthorized software or hardware.
- Using assets for illegal activities or activities that violate organizational policies.
- Accessing, creating, or distributing offensive, inappropriate, or unlawful content.
- Using organizational assets to intentionally disrupt operations or security.</i>",6.21,Does this requirement reflect your company current practice: Using organizational assets to intentionally disrupt operations or security must be prohibited?,,2,Yes|No|Somewhat|Not applicable,,0,,,6.22 6.23|6.24|6.24|6.24,1
6,Standard - Prohibited Use,"<i>- Unauthorized access to systems, data, or networks.
- Circumventing or disabling security controls.
- Installing unauthorized software or hardware.
- Using assets for illegal activities or activities that violate organizational policies.
- Accessing, creating, or distributing offensive, inappropriate, or unlawful content.
- Using organizational assets to intentionally disrupt operations or security.</i>",6.22,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Asset inventory|MDM/endpoint management export|Software inventory|Return checklist|Service desk tickets|Screenshots|System exports|Other,,0,,,,1
6,Standard - Prohibited Use,"<i>- Unauthorized access to systems, data, or networks.
- Circumventing or disabling security controls.
- Installing unauthorized software or hardware.
- Using assets for illegal activities or activities that violate organizational policies.
- Accessing, creating, or distributing offensive, inappropriate, or unlawful content.
- Using organizational assets to intentionally disrupt operations or security.</i>",6.23,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
6,Standard - Prohibited Use,"<i>- Unauthorized access to systems, data, or networks.
- Circumventing or disabling security controls.
- Installing unauthorized software or hardware.
- Using assets for illegal activities or activities that violate organizational policies.
- Accessing, creating, or distributing offensive, inappropriate, or unlawful content.
- Using organizational assets to intentionally disrupt operations or security.</i>",6.24,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
7,Standard - Personal Devices,"<i>- Personally owned devices may be used for organizational purposes only if explicitly approved by the user’s department manager.
- Approved personal devices must comply with applicable security requirements.
- Unapproved personal devices must not be used to access organizational systems or data.</i>",7.1,Does this requirement reflect your company current practice: Personally owned devices may be used for organizational purposes only if explicitly approved by the user’s department manager.,,2,Yes|No|Somewhat|Not applicable,,0,,,7.2 7.3|7.4|7.4|7.4,1
7,Standard - Personal Devices,"<i>- Personally owned devices may be used for organizational purposes only if explicitly approved by the user’s department manager.
- Approved personal devices must comply with applicable security requirements.
- Unapproved personal devices must not be used to access organizational systems or data.</i>",7.2,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Asset inventory|MDM/endpoint management export|Software inventory|Return checklist|Service desk tickets|Screenshots|System exports|Other,,0,,,,1
7,Standard - Personal Devices,"<i>- Personally owned devices may be used for organizational purposes only if explicitly approved by the user’s department manager.
- Approved personal devices must comply with applicable security requirements.
- Unapproved personal devices must not be used to access organizational systems or data.</i>",7.3,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
7,Standard - Personal Devices,"<i>- Personally owned devices may be used for organizational purposes only if explicitly approved by the user’s department manager.
- Approved personal devices must comply with applicable security requirements.
- Unapproved personal devices must not be used to access organizational systems or data.</i>",7.4,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
7,Standard - Personal Devices,"<i>- Personally owned devices may be used for organizational purposes only if explicitly approved by the user’s department manager.
- Approved personal devices must comply with applicable security requirements.
- Unapproved personal devices must not be used to access organizational systems or data.</i>",7.5,Does this requirement reflect your company current practice: Approved personal devices must comply with applicable security requirements.,,2,Yes|No|Somewhat|Not applicable,,0,,,7.6 7.7|7.8|7.8|7.8,1
7,Standard - Personal Devices,"<i>- Personally owned devices may be used for organizational purposes only if explicitly approved by the user’s department manager.
- Approved personal devices must comply with applicable security requirements.
- Unapproved personal devices must not be used to access organizational systems or data.</i>",7.6,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Asset inventory|MDM/endpoint management export|Software inventory|Return checklist|Service desk tickets|Screenshots|System exports|Other,,0,,,,1
7,Standard - Personal Devices,"<i>- Personally owned devices may be used for organizational purposes only if explicitly approved by the user’s department manager.
- Approved personal devices must comply with applicable security requirements.
- Unapproved personal devices must not be used to access organizational systems or data.</i>",7.7,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
7,Standard - Personal Devices,"<i>- Personally owned devices may be used for organizational purposes only if explicitly approved by the user’s department manager.
- Approved personal devices must comply with applicable security requirements.
- Unapproved personal devices must not be used to access organizational systems or data.</i>",7.8,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
7,Standard - Personal Devices,"<i>- Personally owned devices may be used for organizational purposes only if explicitly approved by the user’s department manager.
- Approved personal devices must comply with applicable security requirements.
- Unapproved personal devices must not be used to access organizational systems or data.</i>",7.9,Does this requirement reflect your company current practice: Unapproved personal devices must not be used to access organizational systems or data.,,2,Yes|No|Somewhat|Not applicable,,0,,,7.10 7.11|7.12|7.12|7.12,1
7,Standard - Personal Devices,"<i>- Personally owned devices may be used for organizational purposes only if explicitly approved by the user’s department manager.
- Approved personal devices must comply with applicable security requirements.
- Unapproved personal devices must not be used to access organizational systems or data.</i>",7.10,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|IAM export|Access review records|User account listing|Approval tickets|Authentication logs|MFA configuration screenshots|Password manager records|Asset inventory|MDM/endpoint management export|Software inventory|Other,,0,,,,1
7,Standard - Personal Devices,"<i>- Personally owned devices may be used for organizational purposes only if explicitly approved by the user’s department manager.
- Approved personal devices must comply with applicable security requirements.
- Unapproved personal devices must not be used to access organizational systems or data.</i>",7.11,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
7,Standard - Personal Devices,"<i>- Personally owned devices may be used for organizational purposes only if explicitly approved by the user’s department manager.
- Approved personal devices must comply with applicable security requirements.
- Unapproved personal devices must not be used to access organizational systems or data.</i>",7.12,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
8,Standard - Asset Protection,"<i>- Users must take reasonable steps to protect assets from loss, theft, or damage.
- Suspected loss, theft, or compromise of assets must be reported promptly through established channels.
- Assets must be returned upon termination of employment, end of contract, or when no longer required.</i>",8.1,"Does this requirement reflect your company current practice: Users must take reasonable steps to protect assets from loss, theft, or damage.",,2,Yes|No|Somewhat|Not applicable,,0,,,8.2 8.3|8.4|8.4|8.4,1
8,Standard - Asset Protection,"<i>- Users must take reasonable steps to protect assets from loss, theft, or damage.
- Suspected loss, theft, or compromise of assets must be reported promptly through established channels.
- Assets must be returned upon termination of employment, end of contract, or when no longer required.</i>",8.2,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Asset inventory|MDM/endpoint management export|Software inventory|Return checklist|Service desk tickets|Screenshots|System exports|Other,,0,,,,1
8,Standard - Asset Protection,"<i>- Users must take reasonable steps to protect assets from loss, theft, or damage.
- Suspected loss, theft, or compromise of assets must be reported promptly through established channels.
- Assets must be returned upon termination of employment, end of contract, or when no longer required.</i>",8.3,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
8,Standard - Asset Protection,"<i>- Users must take reasonable steps to protect assets from loss, theft, or damage.
- Suspected loss, theft, or compromise of assets must be reported promptly through established channels.
- Assets must be returned upon termination of employment, end of contract, or when no longer required.</i>",8.4,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
8,Standard - Asset Protection,"<i>- Users must take reasonable steps to protect assets from loss, theft, or damage.
- Suspected loss, theft, or compromise of assets must be reported promptly through established channels.
- Assets must be returned upon termination of employment, end of contract, or when no longer required.</i>",8.5,"Does this requirement reflect your company current practice: Suspected loss, theft, or compromise of assets must be reported promptly through established channels.",,2,Yes|No|Somewhat|Not applicable,,0,,,8.6 8.7|8.8|8.8|8.8,1
8,Standard - Asset Protection,"<i>- Users must take reasonable steps to protect assets from loss, theft, or damage.
- Suspected loss, theft, or compromise of assets must be reported promptly through established channels.
- Assets must be returned upon termination of employment, end of contract, or when no longer required.</i>",8.6,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Asset inventory|MDM/endpoint management export|Software inventory|Return checklist|Service desk tickets|Incident tickets|Incident register|Post-incident review|Notification records|Screenshots|Other,,0,,,,1
8,Standard - Asset Protection,"<i>- Users must take reasonable steps to protect assets from loss, theft, or damage.
- Suspected loss, theft, or compromise of assets must be reported promptly through established channels.
- Assets must be returned upon termination of employment, end of contract, or when no longer required.</i>",8.7,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
8,Standard - Asset Protection,"<i>- Users must take reasonable steps to protect assets from loss, theft, or damage.
- Suspected loss, theft, or compromise of assets must be reported promptly through established channels.
- Assets must be returned upon termination of employment, end of contract, or when no longer required.</i>",8.8,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
8,Standard - Asset Protection,"<i>- Users must take reasonable steps to protect assets from loss, theft, or damage.
- Suspected loss, theft, or compromise of assets must be reported promptly through established channels.
- Assets must be returned upon termination of employment, end of contract, or when no longer required.</i>",8.9,"Does this requirement reflect your company current practice: Assets must be returned upon termination of employment, end of contract, or when no longer required.",,2,Yes|No|Somewhat|Not applicable,,0,,,8.10 8.11|8.12|8.12|8.12,1
8,Standard - Asset Protection,"<i>- Users must take reasonable steps to protect assets from loss, theft, or damage.
- Suspected loss, theft, or compromise of assets must be reported promptly through established channels.
- Assets must be returned upon termination of employment, end of contract, or when no longer required.</i>",8.10,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Asset inventory|MDM/endpoint management export|Software inventory|Return checklist|Service desk tickets|Supplier register|Due diligence questionnaire|Contract clauses|Supplier review records|Screenshots|Other,,0,,,,1
8,Standard - Asset Protection,"<i>- Users must take reasonable steps to protect assets from loss, theft, or damage.
- Suspected loss, theft, or compromise of assets must be reported promptly through established channels.
- Assets must be returned upon termination of employment, end of contract, or when no longer required.</i>",8.11,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
8,Standard - Asset Protection,"<i>- Users must take reasonable steps to protect assets from loss, theft, or damage.
- Suspected loss, theft, or compromise of assets must be reported promptly through established channels.
- Assets must be returned upon termination of employment, end of contract, or when no longer required.</i>",8.12,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
9,Procedure - User Acknowledgement,"<i>1. Users are informed of acceptable use requirements.
2. Users acknowledge their responsibilities prior to being granted access to organizational assets.</i>",9.1,Does this procedure reflect your actual process?,"1. Users are informed of acceptable use requirements.
2. Users acknowledge their responsibilities prior to being granted access to organizational assets.",2,Yes|No|Somewhat|Not applicable,,0,,,|9.2|9.2|9.2,1
9,Procedure - User Acknowledgement,"<i>1. Users are informed of acceptable use requirements.
2. Users acknowledge their responsibilities prior to being granted access to organizational assets.</i>",9.2,Please provide corrections in step-by-step format.,,1,,,0,,,,1
10,Procedure - Asset Return Procedure,"<i>1. Assets assigned to users are tracked.
2. Assets are returned upon termination, contract completion, or reassignment.
3. Returned assets are reviewed and processed according to organizational procedures.</i>",10.1,Does this procedure reflect your actual process?,"1. Assets assigned to users are tracked.
2. Assets are returned upon termination, contract completion, or reassignment.
3. Returned assets are reviewed and processed according to organizational procedures.",2,Yes|No|Somewhat|Not applicable,,0,,,|10.2|10.2|10.2,1
10,Procedure - Asset Return Procedure,"<i>1. Assets assigned to users are tracked.
2. Assets are returned upon termination, contract completion, or reassignment.
3. Returned assets are reviewed and processed according to organizational procedures.</i>",10.2,Please provide corrections in step-by-step format.,,1,,,0,,,,1
