"Chapter ID (Mandatory, for example 1, 2, Etc)",Chapter Title (Mandatory),Chapter Description (Optional),"Question ID (Mandatory and Unique, for example: 1.1, 1.2, Etc)",Question Title (Mandatory),Question Description (Optional),"Answer Type (Mandatory, one of the following options: 1 for Open Answer, 2 for Dropdown - Single Select, 3 for Dropdown - Single Select - Open answer, 4 for Date, 5 for Dropdown - Multiple Select, 6 for Dropdown - Multiple Select - Open answer)","Dropdown Options (Mandatory if column G is Dropdown. List options for the dropdown separated by a pipe character, for example: Yes|No|Undefined)","DropDown Warnings (Optional, for every option on column H you can define a message, for example: Great|Oh|Think twice)","Dropdown Scoring (Mandatory, set this to 1 if you want to enable scoring for this question. Otherwise set to 0)","Dropdown Option Score (Mandatory if J is set to 1, set the score of the question as an integer positive number, for example 10)","Dropdown Option Score Multiplier (Mandatory if J is set to 1. For every option of the dropdown in column H define an integer positive number that will be multiplied by the value on column K, for example: 1|2|10)","Dropdown Option Show another Question (Optional and only possible if column G is dropdown.For every option in column H you can define one or more question IDs from column D to be shown when the option is selected. For example: 1.2 1.6||6.7 would display questions 1.2 and 1.6 if the first option is selected, none if the second is selected and 6.7 if the third option is selected)","Question Comments & Attachments (Mandatory, select 0 if you do not want to show this option or 1 if you want to let users provide comments and attachments for each question)"
7,Standard - Development Networks,"<i>- Development and testing networks must be logically separated from production networks.
- Development networks must not publish services to the internet by default.
- Any external exposure of development services must be explicitly approved and documented.
- Access to development environments must be restricted to authorized users.</i>",7.6,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Network diagrams|Firewall rule export|VPN configuration|Change tickets|SDLC procedure|Code review records|Security test reports|Release approvals|Screenshots|System exports|Other,,0,,,,1
7,Standard - Development Networks,"<i>- Development and testing networks must be logically separated from production networks.
- Development networks must not publish services to the internet by default.
- Any external exposure of development services must be explicitly approved and documented.
- Access to development environments must be restricted to authorized users.</i>",7.7,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
7,Standard - Development Networks,"<i>- Development and testing networks must be logically separated from production networks.
- Development networks must not publish services to the internet by default.
- Any external exposure of development services must be explicitly approved and documented.
- Access to development environments must be restricted to authorized users.</i>",7.8,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
7,Standard - Development Networks,"<i>- Development and testing networks must be logically separated from production networks.
- Development networks must not publish services to the internet by default.
- Any external exposure of development services must be explicitly approved and documented.
- Access to development environments must be restricted to authorized users.</i>",7.9,Does this requirement reflect your company current practice: Any external exposure of development services must be explicitly approved and documented.,,2,Yes|No|Somewhat|Not applicable,,0,,,7.10 7.11|7.12|7.12|7.12,1
7,Standard - Development Networks,"<i>- Development and testing networks must be logically separated from production networks.
- Development networks must not publish services to the internet by default.
- Any external exposure of development services must be explicitly approved and documented.
- Access to development environments must be restricted to authorized users.</i>",7.10,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|SDLC procedure|Code review records|Security test reports|Release approvals|Screenshots|System exports|Other,,0,,,,1
7,Standard - Development Networks,"<i>- Development and testing networks must be logically separated from production networks.
- Development networks must not publish services to the internet by default.
- Any external exposure of development services must be explicitly approved and documented.
- Access to development environments must be restricted to authorized users.</i>",7.11,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
7,Standard - Development Networks,"<i>- Development and testing networks must be logically separated from production networks.
- Development networks must not publish services to the internet by default.
- Any external exposure of development services must be explicitly approved and documented.
- Access to development environments must be restricted to authorized users.</i>",7.12,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
7,Standard - Development Networks,"<i>- Development and testing networks must be logically separated from production networks.
- Development networks must not publish services to the internet by default.
- Any external exposure of development services must be explicitly approved and documented.
- Access to development environments must be restricted to authorized users.</i>",7.13,Does this requirement reflect your company current practice: Access to development environments must be restricted to authorized users.,,2,Yes|No|Somewhat|Not applicable,,0,,,7.14 7.15|7.16|7.16|7.16,1
7,Standard - Development Networks,"<i>- Development and testing networks must be logically separated from production networks.
- Development networks must not publish services to the internet by default.
- Any external exposure of development services must be explicitly approved and documented.
- Access to development environments must be restricted to authorized users.</i>",7.14,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|IAM export|Access review records|User account listing|Approval tickets|Authentication logs|MFA configuration screenshots|Password manager records|SDLC procedure|Code review records|Security test reports|Other,,0,,,,1
7,Standard - Development Networks,"<i>- Development and testing networks must be logically separated from production networks.
- Development networks must not publish services to the internet by default.
- Any external exposure of development services must be explicitly approved and documented.
- Access to development environments must be restricted to authorized users.</i>",7.15,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
7,Standard - Development Networks,"<i>- Development and testing networks must be logically separated from production networks.
- Development networks must not publish services to the internet by default.
- Any external exposure of development services must be explicitly approved and documented.
- Access to development environments must be restricted to authorized users.</i>",7.16,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
8,Standard - Office and Employee Networks,"<i>- Office networks must be segregated from production and development environments.
- Office network traffic must be outbound-only by default.
- Outbound internet traffic from office networks must be inspected and filtered using approved security controls.
- Inbound traffic from external networks into office networks is not permitted.
- Direct access from office networks to production systems must be restricted and controlled.</i>",8.1,Does this requirement reflect your company current practice: Office networks must be segregated from production and development environments.,,2,Yes|No|Somewhat|Not applicable,,0,,,8.2 8.3|8.4|8.4|8.4,1
8,Standard - Office and Employee Networks,"<i>- Office networks must be segregated from production and development environments.
- Office network traffic must be outbound-only by default.
- Outbound internet traffic from office networks must be inspected and filtered using approved security controls.
- Inbound traffic from external networks into office networks is not permitted.
- Direct access from office networks to production systems must be restricted and controlled.</i>",8.2,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Network diagrams|Firewall rule export|VPN configuration|Change tickets|SDLC procedure|Code review records|Security test reports|Release approvals|Screenshots|System exports|Other,,0,,,,1
8,Standard - Office and Employee Networks,"<i>- Office networks must be segregated from production and development environments.
- Office network traffic must be outbound-only by default.
- Outbound internet traffic from office networks must be inspected and filtered using approved security controls.
- Inbound traffic from external networks into office networks is not permitted.
- Direct access from office networks to production systems must be restricted and controlled.</i>",8.3,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
8,Standard - Office and Employee Networks,"<i>- Office networks must be segregated from production and development environments.
- Office network traffic must be outbound-only by default.
- Outbound internet traffic from office networks must be inspected and filtered using approved security controls.
- Inbound traffic from external networks into office networks is not permitted.
- Direct access from office networks to production systems must be restricted and controlled.</i>",8.4,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
8,Standard - Office and Employee Networks,"<i>- Office networks must be segregated from production and development environments.
- Office network traffic must be outbound-only by default.
- Outbound internet traffic from office networks must be inspected and filtered using approved security controls.
- Inbound traffic from external networks into office networks is not permitted.
- Direct access from office networks to production systems must be restricted and controlled.</i>",8.5,Does this requirement reflect your company current practice: Office network traffic must be outbound-only by default.,,2,Yes|No|Somewhat|Not applicable,,0,,,8.6 8.7|8.8|8.8|8.8,1
8,Standard - Office and Employee Networks,"<i>- Office networks must be segregated from production and development environments.
- Office network traffic must be outbound-only by default.
- Outbound internet traffic from office networks must be inspected and filtered using approved security controls.
- Inbound traffic from external networks into office networks is not permitted.
- Direct access from office networks to production systems must be restricted and controlled.</i>",8.6,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Network diagrams|Firewall rule export|VPN configuration|Change tickets|Screenshots|System exports|Other,,0,,,,1
8,Standard - Office and Employee Networks,"<i>- Office networks must be segregated from production and development environments.
- Office network traffic must be outbound-only by default.
- Outbound internet traffic from office networks must be inspected and filtered using approved security controls.
- Inbound traffic from external networks into office networks is not permitted.
- Direct access from office networks to production systems must be restricted and controlled.</i>",8.7,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
8,Standard - Office and Employee Networks,"<i>- Office networks must be segregated from production and development environments.
- Office network traffic must be outbound-only by default.
- Outbound internet traffic from office networks must be inspected and filtered using approved security controls.
- Inbound traffic from external networks into office networks is not permitted.
- Direct access from office networks to production systems must be restricted and controlled.</i>",8.8,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
8,Standard - Office and Employee Networks,"<i>- Office networks must be segregated from production and development environments.
- Office network traffic must be outbound-only by default.
- Outbound internet traffic from office networks must be inspected and filtered using approved security controls.
- Inbound traffic from external networks into office networks is not permitted.
- Direct access from office networks to production systems must be restricted and controlled.</i>",8.9,Does this requirement reflect your company current practice: Outbound internet traffic from office networks must be inspected and filtered using approved security controls.,,2,Yes|No|Somewhat|Not applicable,,0,,,8.10 8.11|8.12|8.12|8.12,1
8,Standard - Office and Employee Networks,"<i>- Office networks must be segregated from production and development environments.
- Office network traffic must be outbound-only by default.
- Outbound internet traffic from office networks must be inspected and filtered using approved security controls.
- Inbound traffic from external networks into office networks is not permitted.
- Direct access from office networks to production systems must be restricted and controlled.</i>",8.10,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Network diagrams|Firewall rule export|VPN configuration|Change tickets|Screenshots|System exports|Other,,0,,,,1
8,Standard - Office and Employee Networks,"<i>- Office networks must be segregated from production and development environments.
- Office network traffic must be outbound-only by default.
- Outbound internet traffic from office networks must be inspected and filtered using approved security controls.
- Inbound traffic from external networks into office networks is not permitted.
- Direct access from office networks to production systems must be restricted and controlled.</i>",8.11,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
8,Standard - Office and Employee Networks,"<i>- Office networks must be segregated from production and development environments.
- Office network traffic must be outbound-only by default.
- Outbound internet traffic from office networks must be inspected and filtered using approved security controls.
- Inbound traffic from external networks into office networks is not permitted.
- Direct access from office networks to production systems must be restricted and controlled.</i>",8.12,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
8,Standard - Office and Employee Networks,"<i>- Office networks must be segregated from production and development environments.
- Office network traffic must be outbound-only by default.
- Outbound internet traffic from office networks must be inspected and filtered using approved security controls.
- Inbound traffic from external networks into office networks is not permitted.
- Direct access from office networks to production systems must be restricted and controlled.</i>",8.13,Does this requirement reflect your company current practice: Inbound traffic from external networks into office networks is not permitted.,,2,Yes|No|Somewhat|Not applicable,,0,,,8.14 8.15|8.16|8.16|8.16,1
8,Standard - Office and Employee Networks,"<i>- Office networks must be segregated from production and development environments.
- Office network traffic must be outbound-only by default.
- Outbound internet traffic from office networks must be inspected and filtered using approved security controls.
- Inbound traffic from external networks into office networks is not permitted.
- Direct access from office networks to production systems must be restricted and controlled.</i>",8.14,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Network diagrams|Firewall rule export|VPN configuration|Change tickets|Screenshots|System exports|Other,,0,,,,1
8,Standard - Office and Employee Networks,"<i>- Office networks must be segregated from production and development environments.
- Office network traffic must be outbound-only by default.
- Outbound internet traffic from office networks must be inspected and filtered using approved security controls.
- Inbound traffic from external networks into office networks is not permitted.
- Direct access from office networks to production systems must be restricted and controlled.</i>",8.15,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
8,Standard - Office and Employee Networks,"<i>- Office networks must be segregated from production and development environments.
- Office network traffic must be outbound-only by default.
- Outbound internet traffic from office networks must be inspected and filtered using approved security controls.
- Inbound traffic from external networks into office networks is not permitted.
- Direct access from office networks to production systems must be restricted and controlled.</i>",8.16,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
8,Standard - Office and Employee Networks,"<i>- Office networks must be segregated from production and development environments.
- Office network traffic must be outbound-only by default.
- Outbound internet traffic from office networks must be inspected and filtered using approved security controls.
- Inbound traffic from external networks into office networks is not permitted.
- Direct access from office networks to production systems must be restricted and controlled.</i>",8.17,Does this requirement reflect your company current practice: Direct access from office networks to production systems must be restricted and controlled.,,2,Yes|No|Somewhat|Not applicable,,0,,,8.18 8.19|8.20|8.20|8.20,1
8,Standard - Office and Employee Networks,"<i>- Office networks must be segregated from production and development environments.
- Office network traffic must be outbound-only by default.
- Outbound internet traffic from office networks must be inspected and filtered using approved security controls.
- Inbound traffic from external networks into office networks is not permitted.
- Direct access from office networks to production systems must be restricted and controlled.</i>",8.18,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|IAM export|Access review records|User account listing|Approval tickets|Authentication logs|MFA configuration screenshots|Password manager records|Network diagrams|Firewall rule export|VPN configuration|Other,,0,,,,1
8,Standard - Office and Employee Networks,"<i>- Office networks must be segregated from production and development environments.
- Office network traffic must be outbound-only by default.
- Outbound internet traffic from office networks must be inspected and filtered using approved security controls.
- Inbound traffic from external networks into office networks is not permitted.
- Direct access from office networks to production systems must be restricted and controlled.</i>",8.19,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
8,Standard - Office and Employee Networks,"<i>- Office networks must be segregated from production and development environments.
- Office network traffic must be outbound-only by default.
- Outbound internet traffic from office networks must be inspected and filtered using approved security controls.
- Inbound traffic from external networks into office networks is not permitted.
- Direct access from office networks to production systems must be restricted and controlled.</i>",8.20,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
9,Standard - General Network Device Standards,"<i>- Network devices must be organization-approved and centrally managed where technically feasible.
- Administrative access must authenticate against a central identity source where technically feasible.
- Administrative privileges must be restricted based on least privilege.
- Default accounts, credentials, and insecure services must be disabled or secured.
- Network configuration changes must follow standard organizational processes.
- Network device activity and administrative actions must be logged in accordance with the Logging & Monitoring Policy.
- Network devices must use synchronized time sources.</i>",9.1,Does this requirement reflect your company current practice: Network devices must be organization-approved and centrally managed where technically feasible.,,2,Yes|No|Somewhat|Not applicable,,0,,,9.2 9.3|9.4|9.4|9.4,1
9,Standard - General Network Device Standards,"<i>- Network devices must be organization-approved and centrally managed where technically feasible.
- Administrative access must authenticate against a central identity source where technically feasible.
- Administrative privileges must be restricted based on least privilege.
- Default accounts, credentials, and insecure services must be disabled or secured.
- Network configuration changes must follow standard organizational processes.
- Network device activity and administrative actions must be logged in accordance with the Logging & Monitoring Policy.
- Network devices must use synchronized time sources.</i>",9.2,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Asset inventory|MDM/endpoint management export|Software inventory|Return checklist|Service desk tickets|Network diagrams|Firewall rule export|VPN configuration|Change tickets|Screenshots|Other,,0,,,,1
9,Standard - General Network Device Standards,"<i>- Network devices must be organization-approved and centrally managed where technically feasible.
- Administrative access must authenticate against a central identity source where technically feasible.
- Administrative privileges must be restricted based on least privilege.
- Default accounts, credentials, and insecure services must be disabled or secured.
- Network configuration changes must follow standard organizational processes.
- Network device activity and administrative actions must be logged in accordance with the Logging & Monitoring Policy.
- Network devices must use synchronized time sources.</i>",9.3,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
9,Standard - General Network Device Standards,"<i>- Network devices must be organization-approved and centrally managed where technically feasible.
- Administrative access must authenticate against a central identity source where technically feasible.
- Administrative privileges must be restricted based on least privilege.
- Default accounts, credentials, and insecure services must be disabled or secured.
- Network configuration changes must follow standard organizational processes.
- Network device activity and administrative actions must be logged in accordance with the Logging & Monitoring Policy.
- Network devices must use synchronized time sources.</i>",9.4,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
9,Standard - General Network Device Standards,"<i>- Network devices must be organization-approved and centrally managed where technically feasible.
- Administrative access must authenticate against a central identity source where technically feasible.
- Administrative privileges must be restricted based on least privilege.
- Default accounts, credentials, and insecure services must be disabled or secured.
- Network configuration changes must follow standard organizational processes.
- Network device activity and administrative actions must be logged in accordance with the Logging & Monitoring Policy.
- Network devices must use synchronized time sources.</i>",9.5,Does this requirement reflect your company current practice: Administrative access must authenticate against a central identity source where technically feasible.,,2,Yes|No|Somewhat|Not applicable,,0,,,9.6 9.7|9.8|9.8|9.8,1
9,Standard - General Network Device Standards,"<i>- Network devices must be organization-approved and centrally managed where technically feasible.
- Administrative access must authenticate against a central identity source where technically feasible.
- Administrative privileges must be restricted based on least privilege.
- Default accounts, credentials, and insecure services must be disabled or secured.
- Network configuration changes must follow standard organizational processes.
- Network device activity and administrative actions must be logged in accordance with the Logging & Monitoring Policy.
- Network devices must use synchronized time sources.</i>",9.6,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|IAM export|Access review records|User account listing|Approval tickets|Authentication logs|MFA configuration screenshots|Password manager records|Screenshots|System exports|Other,,0,,,,1
9,Standard - General Network Device Standards,"<i>- Network devices must be organization-approved and centrally managed where technically feasible.
- Administrative access must authenticate against a central identity source where technically feasible.
- Administrative privileges must be restricted based on least privilege.
- Default accounts, credentials, and insecure services must be disabled or secured.
- Network configuration changes must follow standard organizational processes.
- Network device activity and administrative actions must be logged in accordance with the Logging & Monitoring Policy.
- Network devices must use synchronized time sources.</i>",9.7,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
9,Standard - General Network Device Standards,"<i>- Network devices must be organization-approved and centrally managed where technically feasible.
- Administrative access must authenticate against a central identity source where technically feasible.
- Administrative privileges must be restricted based on least privilege.
- Default accounts, credentials, and insecure services must be disabled or secured.
- Network configuration changes must follow standard organizational processes.
- Network device activity and administrative actions must be logged in accordance with the Logging & Monitoring Policy.
- Network devices must use synchronized time sources.</i>",9.8,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
9,Standard - General Network Device Standards,"<i>- Network devices must be organization-approved and centrally managed where technically feasible.
- Administrative access must authenticate against a central identity source where technically feasible.
- Administrative privileges must be restricted based on least privilege.
- Default accounts, credentials, and insecure services must be disabled or secured.
- Network configuration changes must follow standard organizational processes.
- Network device activity and administrative actions must be logged in accordance with the Logging & Monitoring Policy.
- Network devices must use synchronized time sources.</i>",9.9,Does this requirement reflect your company current practice: Administrative privileges must be restricted based on least privilege.,,2,Yes|No|Somewhat|Not applicable,,0,,,9.10 9.11|9.12|9.12|9.12,1
9,Standard - General Network Device Standards,"<i>- Network devices must be organization-approved and centrally managed where technically feasible.
- Administrative access must authenticate against a central identity source where technically feasible.
- Administrative privileges must be restricted based on least privilege.
- Default accounts, credentials, and insecure services must be disabled or secured.
- Network configuration changes must follow standard organizational processes.
- Network device activity and administrative actions must be logged in accordance with the Logging & Monitoring Policy.
- Network devices must use synchronized time sources.</i>",9.10,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|IAM export|Access review records|User account listing|Approval tickets|Authentication logs|MFA configuration screenshots|Password manager records|Screenshots|System exports|Other,,0,,,,1
9,Standard - General Network Device Standards,"<i>- Network devices must be organization-approved and centrally managed where technically feasible.
- Administrative access must authenticate against a central identity source where technically feasible.
- Administrative privileges must be restricted based on least privilege.
- Default accounts, credentials, and insecure services must be disabled or secured.
- Network configuration changes must follow standard organizational processes.
- Network device activity and administrative actions must be logged in accordance with the Logging & Monitoring Policy.
- Network devices must use synchronized time sources.</i>",9.11,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
9,Standard - General Network Device Standards,"<i>- Network devices must be organization-approved and centrally managed where technically feasible.
- Administrative access must authenticate against a central identity source where technically feasible.
- Administrative privileges must be restricted based on least privilege.
- Default accounts, credentials, and insecure services must be disabled or secured.
- Network configuration changes must follow standard organizational processes.
- Network device activity and administrative actions must be logged in accordance with the Logging & Monitoring Policy.
- Network devices must use synchronized time sources.</i>",9.12,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
9,Standard - General Network Device Standards,"<i>- Network devices must be organization-approved and centrally managed where technically feasible.
- Administrative access must authenticate against a central identity source where technically feasible.
- Administrative privileges must be restricted based on least privilege.
- Default accounts, credentials, and insecure services must be disabled or secured.
- Network configuration changes must follow standard organizational processes.
- Network device activity and administrative actions must be logged in accordance with the Logging & Monitoring Policy.
- Network devices must use synchronized time sources.</i>",9.13,"Does this requirement reflect your company current practice: Default accounts, credentials, and insecure services must be disabled or secured.",,2,Yes|No|Somewhat|Not applicable,,0,,,9.14 9.15|9.16|9.16|9.16,1
9,Standard - General Network Device Standards,"<i>- Network devices must be organization-approved and centrally managed where technically feasible.
- Administrative access must authenticate against a central identity source where technically feasible.
- Administrative privileges must be restricted based on least privilege.
- Default accounts, credentials, and insecure services must be disabled or secured.
- Network configuration changes must follow standard organizational processes.
- Network device activity and administrative actions must be logged in accordance with the Logging & Monitoring Policy.
- Network devices must use synchronized time sources.</i>",9.14,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|IAM export|Access review records|User account listing|Approval tickets|Authentication logs|MFA configuration screenshots|Password manager records|Screenshots|System exports|Other,,0,,,,1
9,Standard - General Network Device Standards,"<i>- Network devices must be organization-approved and centrally managed where technically feasible.
- Administrative access must authenticate against a central identity source where technically feasible.
- Administrative privileges must be restricted based on least privilege.
- Default accounts, credentials, and insecure services must be disabled or secured.
- Network configuration changes must follow standard organizational processes.
- Network device activity and administrative actions must be logged in accordance with the Logging & Monitoring Policy.
- Network devices must use synchronized time sources.</i>",9.15,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
9,Standard - General Network Device Standards,"<i>- Network devices must be organization-approved and centrally managed where technically feasible.
- Administrative access must authenticate against a central identity source where technically feasible.
- Administrative privileges must be restricted based on least privilege.
- Default accounts, credentials, and insecure services must be disabled or secured.
- Network configuration changes must follow standard organizational processes.
- Network device activity and administrative actions must be logged in accordance with the Logging & Monitoring Policy.
- Network devices must use synchronized time sources.</i>",9.16,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
9,Standard - General Network Device Standards,"<i>- Network devices must be organization-approved and centrally managed where technically feasible.
- Administrative access must authenticate against a central identity source where technically feasible.
- Administrative privileges must be restricted based on least privilege.
- Default accounts, credentials, and insecure services must be disabled or secured.
- Network configuration changes must follow standard organizational processes.
- Network device activity and administrative actions must be logged in accordance with the Logging & Monitoring Policy.
- Network devices must use synchronized time sources.</i>",9.17,Does this requirement reflect your company current practice: Network configuration changes must follow standard organizational processes.,,2,Yes|No|Somewhat|Not applicable,,0,,,9.18 9.19|9.20|9.20|9.20,1
9,Standard - General Network Device Standards,"<i>- Network devices must be organization-approved and centrally managed where technically feasible.
- Administrative access must authenticate against a central identity source where technically feasible.
- Administrative privileges must be restricted based on least privilege.
- Default accounts, credentials, and insecure services must be disabled or secured.
- Network configuration changes must follow standard organizational processes.
- Network device activity and administrative actions must be logged in accordance with the Logging & Monitoring Policy.
- Network devices must use synchronized time sources.</i>",9.18,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Network diagrams|Firewall rule export|VPN configuration|Change tickets|Screenshots|System exports|Other,,0,,,,1
9,Standard - General Network Device Standards,"<i>- Network devices must be organization-approved and centrally managed where technically feasible.
- Administrative access must authenticate against a central identity source where technically feasible.
- Administrative privileges must be restricted based on least privilege.
- Default accounts, credentials, and insecure services must be disabled or secured.
- Network configuration changes must follow standard organizational processes.
- Network device activity and administrative actions must be logged in accordance with the Logging & Monitoring Policy.
- Network devices must use synchronized time sources.</i>",9.19,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
9,Standard - General Network Device Standards,"<i>- Network devices must be organization-approved and centrally managed where technically feasible.
- Administrative access must authenticate against a central identity source where technically feasible.
- Administrative privileges must be restricted based on least privilege.
- Default accounts, credentials, and insecure services must be disabled or secured.
- Network configuration changes must follow standard organizational processes.
- Network device activity and administrative actions must be logged in accordance with the Logging & Monitoring Policy.
- Network devices must use synchronized time sources.</i>",9.20,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
9,Standard - General Network Device Standards,"<i>- Network devices must be organization-approved and centrally managed where technically feasible.
- Administrative access must authenticate against a central identity source where technically feasible.
- Administrative privileges must be restricted based on least privilege.
- Default accounts, credentials, and insecure services must be disabled or secured.
- Network configuration changes must follow standard organizational processes.
- Network device activity and administrative actions must be logged in accordance with the Logging & Monitoring Policy.
- Network devices must use synchronized time sources.</i>",9.21,Does this requirement reflect your company current practice: Network device activity and administrative actions must be logged in accordance with the Logging & Monitoring Policy.,,2,Yes|No|Somewhat|Not applicable,,0,,,9.22 9.23|9.24|9.24|9.24,1
9,Standard - General Network Device Standards,"<i>- Network devices must be organization-approved and centrally managed where technically feasible.
- Administrative access must authenticate against a central identity source where technically feasible.
- Administrative privileges must be restricted based on least privilege.
- Default accounts, credentials, and insecure services must be disabled or secured.
- Network configuration changes must follow standard organizational processes.
- Network device activity and administrative actions must be logged in accordance with the Logging & Monitoring Policy.
- Network devices must use synchronized time sources.</i>",9.22,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Asset inventory|MDM/endpoint management export|Software inventory|Return checklist|Service desk tickets|SIEM reports|Log exports|Monitoring alerts|Audit reports|Review meeting records|Other,,0,,,,1
9,Standard - General Network Device Standards,"<i>- Network devices must be organization-approved and centrally managed where technically feasible.
- Administrative access must authenticate against a central identity source where technically feasible.
- Administrative privileges must be restricted based on least privilege.
- Default accounts, credentials, and insecure services must be disabled or secured.
- Network configuration changes must follow standard organizational processes.
- Network device activity and administrative actions must be logged in accordance with the Logging & Monitoring Policy.
- Network devices must use synchronized time sources.</i>",9.23,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
9,Standard - General Network Device Standards,"<i>- Network devices must be organization-approved and centrally managed where technically feasible.
- Administrative access must authenticate against a central identity source where technically feasible.
- Administrative privileges must be restricted based on least privilege.
- Default accounts, credentials, and insecure services must be disabled or secured.
- Network configuration changes must follow standard organizational processes.
- Network device activity and administrative actions must be logged in accordance with the Logging & Monitoring Policy.
- Network devices must use synchronized time sources.</i>",9.24,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
9,Standard - General Network Device Standards,"<i>- Network devices must be organization-approved and centrally managed where technically feasible.
- Administrative access must authenticate against a central identity source where technically feasible.
- Administrative privileges must be restricted based on least privilege.
- Default accounts, credentials, and insecure services must be disabled or secured.
- Network configuration changes must follow standard organizational processes.
- Network device activity and administrative actions must be logged in accordance with the Logging & Monitoring Policy.
- Network devices must use synchronized time sources.</i>",9.25,Does this requirement reflect your company current practice: Network devices must use synchronized time sources.,,2,Yes|No|Somewhat|Not applicable,,0,,,9.26 9.27|9.28|9.28|9.28,1
